genome	coverage	breadth	nucl_diversity	length	true_scaffolds	detected_scaffolds	coverage_median	coverage_std	coverage_SEM	breadth_minCov	breadth_expected	nucl_diversity_rarefied	conANI_reference	popANI_reference	iRep	iRep_GC_corrected	linked_SNV_count	SNV_distance_mean	r2_mean	d_prime_mean	consensus_divergent_sites	population_divergent_sites	SNS_count	SNV_count	filtered_read_pair_count	reads_unfiltered_pairs	reads_mean_PID	reads_unfiltered_reads	divergent_site_count
M5_3.109.filtered.fa	0.2671625378699208	0.1647390325655874	0.009756214649691	4716144.0	74.0	74.0	0	0.7803332810237351	0.0003598894876231	0.0044019012142122	0.2101439149501308	0.0	0.9861271676300576	0.991233140655106		False	5.0	48.2	0.3648844030365775	1.0	288.0	182.0	180.0	293.0	5611	9798	0.930749075596312	20345	473.0
M5_3.11.filtered.fa	3.401800394978682	0.6245687589687156	0.0160588253914115	1548438.0	111.0	111.0	1	14.510710251777471	0.0117456669271826	0.2215942775881242	0.9504012550384616	0.000489185626491	0.9826506375227688	0.991064480874317		False	2428.0	36.67710049423394	0.2416014154892322	0.9542324898590164	5953.0	3066.0	2969.0	9592.0	23477	50267	0.92917818421308	105092	12561.0
M5_3.110.filtered.fa	0.1877139694396273	0.0989202406052787	0.0116646459295132	10484558.0	488.0	425.0	0	0.7731894559975049	0.0002399063570347	0.0057681973813297	0.1527431936069123	0.0	0.9861269573556888	0.9921953800618416		False	11.0	5.363636363636363	0.7175848430533125	1.0	839.0	472.0	462.0	1112.0	8710	25408	0.8583756558956619	53371	1574.0
M5_3.111.filtered.fa	0.195001762645124	0.1179127723465795	0.0098056773637251	3908898.0	107.0	105.0	0	0.7033568193710208	0.0003567308503372	0.0039609629107743	0.1581778887971795	0.0	0.988826454821417	0.9936704772976812		False	1.0	19.0	0.0833333333333335	1.0	173.0	98.0	95.0	261.0	3388	6189	0.938300560976519	12875	356.0
M5_3.112.filtered.fa	0.223496797432354	0.0997547545551626	0.0161313831328896	13591282.0	634.0	558.0	0	1.1180955257786696	0.0003047081712346	0.008444162956813	0.1790948221609034	5.055839408727551e-05	0.978504273876637	0.98582345099201		False	3304.0	32.12167070217917	0.1368781320370188	0.955815870075942	2467.0	1627.0	1587.0	3396.0	13792	73129	0.8775594774725705	150488	4983.0
M5_3.113.filtered.fa	0.1432268064619021	0.0737278116338595	0.013236400590736	18901741.0	864.0	703.0	0	0.8626076162454099	0.0001993226668377	0.0042185532009987	0.1187987716520875	0.0056488655650071	0.983307833153578	0.9905691138478516		False	1747.0	41.40068689181454	0.2584613273203685	0.9637158335250312	1331.0	752.0	737.0	1847.0	12123	35212	0.8827494516166754	74416	2584.0
M5_3.114.filtered.fa	0.5687415492461898	0.324912315038135	0.0044548217880239	837943.0	53.0	52.0	0	1.153851653547859	0.001268549565372	0.0123719632480967	0.3948015075007576	0.0	0.9962380630847882	0.9976849618983312		False					39.0	24.0	24.0	63.0	2138	3016	0.952027539884074	6327	87.0
M5_3.115.filtered.fa	0.1831783598710054	0.0369850914711438	0.0145403360454617	3668370.0	115.0	79.0	0	1.5715312334309004	0.000823099369115	0.0104258839757167	0.149343174282249	0.0	0.989776708675417	0.9952413324269204		False	881.0	31.9205448354143	0.2340959005948475	0.961206686664893	391.0	182.0	176.0	1189.0	3002	8111	0.895436046438867	17058	1365.0
M5_3.116.filtered.fa	0.5408619643058767	0.2551603059085782	0.0186117037196336	6403351.0	296.0	293.0	0	1.375540984081722	0.0005461184051427	0.0195571037726964	0.3797180302951897	0.0	0.9804680949605128	0.9887168512588737		False	294.0	30.26530612244898	0.2953046922171362	0.981088965823678	2446.0	1413.0	1370.0	3370.0	15362	46156	0.8540130835251846	96940	4740.0
M5_3.117.filtered.fa	0.1615194312513294	0.0994686777545505	0.016644857345245	5293586.0	80.0	78.0	0	0.7012436490111487	0.0003052469425628	0.0032760400983378	0.1329179394161895	0.0	0.9851228232037824	0.991984776842348		False	78.0	32.666666666666664	0.3318037470781653	0.9534976079161916	258.0	139.0	135.0	458.0	3794	8282	0.922097350724876	17352	593.0
M5_3.118.filtered.fa	1.9834667583121064	0.4586685804390895	0.0227413593322129	296796.0	22.0	22.0	0	3.623609998980512	0.0067012601565072	0.148546476367606	0.8264693689934257	0.0	0.986254763200871	0.9946243875884594		False	174.0	21.29310344827586	0.1788100753527919	0.9670253878066376	606.0	237.0	226.0	1629.0	2640	5645	0.9019394179468468	12752	1855.0
M5_3.119.filtered.fa	1.988267367882624	0.502672574567521	0.0143954233327639	17133666.0	649.0	645.0	1	4.807116641161097	0.0011657645267209	0.1348123046171204	0.8272033977724229	0.0018153818574472	0.9872934316782758	0.993989598364208		False	27574.0	62.17084935083775	0.2498741302907034	0.9515860011761628	29350.0	13883.0	13521.0	55133.0	151601	281194	0.9138845453781184	603494	68654.0
M5_3.12.filtered.fa	2.4673343210756737	0.648756224447737	0.0048729615165871	897670.0	51.0	51.0	2	3.2976487501968914	0.0035004815981239	0.1952321008833981	0.8868064626635079	0.0010227614330309	0.9906364476702386	0.993626393691442		False	926.0	34.470842332613394	0.6009780848961929	0.9782634301571652	1641.0	1117.0	1106.0	1440.0	9745	14427	0.9566913793211628	29832	2546.0
M5_3.120.filtered.fa	2.54354001510675	0.7038607561625441	0.0132910464186017	702997.0	34.0	34.0	2	2.8691108466019624	0.0034385992605946	0.1950548864362151	0.8941726020591944	0.0	0.9851374313572486	0.9918175652516354		False	65.0	13.953846153846154	0.2710920850598707	0.976364522417154	2038.0	1122.0	1093.0	2840.0	7926	14351	0.938208256201233	29326	3933.0
M5_3.121.filtered.fa	0.0887956434816864	0.0413957702786558	0.0159868812963435	3866023.0	142.0	121.0	0	0.6258902061593061	0.0003194972013228	0.0039386728945999	0.0754115442674672	0.0	0.9830564129506796	0.9914625336573192		False	3.0	5.333333333333333	0.0903174603174605	1.0	258.0	130.0	128.0	395.0	1573	3411	0.9250190021559448	7305	523.0
M5_3.122.filtered.fa	8.896028531728732	0.8983053217344696	0.0132382789362413	5149355.0	188.0	188.0	8	7.524912640467882	0.0033282542071493	0.7439075379343627	0.999612266842567	0.0022764553779386	0.9886081818096384	0.9957683355592428		False	20376.0	38.55977620730271	0.228825277600463	0.955277274481762	43638.0	16210.0	15826.0	99520.0	201619	240173	0.9486457867556682	501185	115346.0
M5_3.123.filtered.fa	5.848827670412271	0.7843315659482171	0.0134384093207576	681421.0	50.0	50.0	4	7.1635610555828615	0.0087424232822622	0.4804269313684198	0.9942841646987912	0.0028533773423209	0.9880320001954956	0.9950820623570056		False	4457.0	48.46286739959614	0.3539853311904226	0.964655881224898	3918.0	1610.0	1574.0	8417.0	17834	30203	0.9322197553501312	65811	9991.0
M5_3.124.filtered.fa	0.2769444637187367	0.1261081056507705	0.0119190005302428	417943.0	12.0	12.0	0	1.0305054678450143	0.0015986111495025	0.0119633538544729	0.2169368707990671	0.0	0.9868	0.9924		False					66.0	38.0	38.0	73.0	519	1505	0.9105641790618622	3197	111.0
M5_3.125.filtered.fa	4.776337859125347	0.6801890330807892	0.0150414621588384	333275.0	5.0	5.0	1	15.448964943322393	0.0268010129047818	0.2121551271472507	0.9852646561815108	0.0150178908817832	0.9896614148728538	0.995940938534212		False	2098.0	70.97807435653003	0.2832973722844392	0.9784380078531812	731.0	287.0	274.0	2135.0	7076	10284	0.9078941287282	22271	2409.0
M5_3.126.filtered.fa	1.30530010883287	0.469650457905749	0.0138143930891956	5583791.0	166.0	166.0	0	3.11931661532838	0.0013240057892812	0.0570035662151394	0.6841790993292755	0.0041026802703771	0.9824817151330836	0.9902951969236182		False	6149.0	42.25369978858351	0.2505569202000535	0.9601667748525652	5576.0	3089.0	3018.0	7801.0	32864	92893	0.9025613264109588	195298	10819.0
M5_3.127.filtered.fa	1.4249849573856064	0.5046295708602344	0.009349883865459	787762.0	58.0	57.0	1	2.1608887368913217	0.0024527681463011	0.0897580741391435	0.7158524738367765	0.0	0.9937772246421904	0.9976806019120892		False	1.0	3.0	0.0520833333333334	1.0	440.0	164.0	163.0	941.0	4967	6611	0.9042491739994648	14374	1104.0
M5_3.128.filtered.fa	0.0166384637371031	0.0097685842129358	0.0021551724137931	395349.0	38.0	9.0	0	0.2095748777849789	0.000336561502924	0.0004401174658339	0.0145843661182984	0.0	0.9770114942528736	0.9770114942528736		False					4.0	4.0	4.0	1.0	29	636	0.8605917582546011	1282	5.0
M5_3.129.filtered.fa	0.364515876127009	0.1598902391219129	0.0142839702692898	318875.0	14.0	14.0	0	1.0718722615470306	0.0019065519605088	0.0153508428067424	0.2752057942938823	0.0	0.9785495403472932	0.9861082737487232		False					105.0	68.0	67.0	89.0	517	2458	0.8904494970948755	5220	156.0
M5_3.13.filtered.fa	0.0573578417027917	0.0321054195617801	0.0056423489190845	440829.0	32.0	18.0	0	0.3987667442233858	0.0006050064825058	0.002039339517137	0.0493857973798256	0.0	0.985539488320356	0.9877641824249166		False					13.0	11.0	11.0	6.0	111	338	0.9106094307997656	696	17.0
M5_3.130.filtered.fa	0.1829280611876758	0.0811506361690357	0.0015997739208069	207885.0	14.0	12.0	0	1.6214137266932191	0.0035803703805789	0.0022945378454433	0.1491551466603911	0.001278725625084	0.983228511530398	0.983228511530398		False	6.0	17.166666666666668	0.9999999999999996	1.0	8.0	8.0	8.0	4.0	171	1980	0.8658780002188479	4185	12.0
M5_3.131.filtered.fa	0.4768370706858887	0.2168391260330549	0.010561560765105	4320438.0	124.0	121.0	0	1.393434112345828	0.0006723147678905	0.0205567120740998	0.3436408357692071	0.0019092047047872	0.9824802396018646	0.9885153241606052		False	421.0	40.950118764845605	0.2623197686113523	0.9194178167334592	1556.0	1020.0	1009.0	1493.0	9151	30304	0.8647700040331185	63439	2502.0
M5_3.132.filtered.fa	2.116667932526077	0.5182236737410124	0.018663932223274	5529840.0	285.0	281.0	1	3.910133295153623	0.0016714185833434	0.1494647223066128	0.8457248811535167	0.0030866632605766	0.9843269821757836	0.9936407764640977		False	8329.0	43.367511105775	0.2320884533507391	0.934787129838919	12954.0	5256.0	5025.0	26025.0	51376	94835	0.908716845333012	202730	31050.0
M5_3.133.filtered.fa	5.624606544515356	0.7774788513675219	0.0063331741161911	3514057.0	123.0	123.0	4	6.60070389756294	0.0035335511946837	0.4806148562758088	0.9930327005231502	0.002364694952821	0.9867529788478708	0.9899479426943326		False	5298.0	34.734805587013966	0.3905585368924434	0.9333639374990088	22373.0	16977.0	16795.0	17968.0	88552	124372	0.9184553034649732	260790	34763.0
M5_3.134.filtered.fa	0.1571874080121743	0.0915962699457375	0.0119056477410102	720204.0	65.0	56.0	0	0.6266396293527797	0.0007451536094956	0.0032476909320136	0.1295948458191304	0.0	0.976485677640017	0.9837537409149208		False					55.0	38.0	35.0	45.0	524	3585	0.8867820618253913	7369	80.0
M5_3.135.filtered.fa	0.3277153110320838	0.154027497588193	0.0113305573211801	18403214.0	856.0	780.0	0	1.6390342323135645	0.0003838581034897	0.0114057251086684	0.251266839264669	0.0011868372517493	0.984697620794466	0.9903383483720974		False	4898.0	33.428746427113104	0.1871769886799652	0.9451794843555644	3212.0	2028.0	1996.0	4042.0	26766	60095	0.8982894339427762	127020	6038.0
M5_3.136.filtered.fa	0.3582610169290278	0.1927379020354016	0.0146748375701498	3705706.0	184.0	183.0	0	1.1750314655668843	0.0006134529555946	0.0080616217260624	0.2711916514840077	0.0	0.9819240811407912	0.9890205529892212		False	244.0	18.831967213114755	0.1965022981149797	0.9247190641383818	540.0	328.0	318.0	755.0	5856	16687	0.9084979629296692	34858	1073.0
M5_3.137.filtered.fa	13.811198955981803	0.770418275037272	0.0077168410573851	8985284.0	244.0	244.0	13	12.989328481480262	0.0043451360872047	0.6737332954640054	0.9999949457883802	0.0050030440702159	0.995185577049351	0.9985655018389624		False	65323.0	28.70835693400487	0.5978019925130401	0.9884332907917416	29145.0	8684.0	8489.0	109943.0	550482	638982	0.9466752282461256	1321976	118432.0
M5_3.138.filtered.fa	4.679331527522492	0.3698304633839605	0.0102273451014956	330784.0	8.0	8.0	0	10.60478951358375	0.0184834634707077	0.2083806955596401	0.9839468428053249	0.012208975340175	0.9779628313191836	0.9820249822280898		False	5752.0	39.5029554937413	0.272543012247531	0.9679440239659128	1519.0	1239.0	1221.0	1922.0	7044	28916	0.8949003591519422	59606	3143.0
M5_3.139.filtered.fa	1.317641959575603	0.434143648864916	0.0099063820104913	269936.0	6.0	6.0	0	2.1363483568993247	0.0041210696512807	0.089273012862308	0.6876021834461443	0.0	0.9842725537388994	0.9900406672752924		False					379.0	240.0	234.0	375.0	1550	4990	0.9087560837769344	10207	609.0
M5_3.14.filtered.fa	0.8288635514641791	0.3468477522322764	0.0182481713243586	1019923.0	58.0	57.0	0	1.6925127495536885	0.0016855138574188	0.0375685223296268	0.5189992818984477	0.0	0.9796695983506016	0.9879687867004202		False	7.0	3.571428571428572	0.3490507518796993	1.0	779.0	461.0	450.0	1112.0	3790	11656	0.9108876805688838	24064	1562.0
M5_3.140.filtered.fa	0.088939362186186	0.0236953879867258	0.0373552888702075	1588959.0	106.0	51.0	0	2.36241261658404	0.0018867581756608	0.0013348362040807	0.0755288704411637	0.0355586055079776	0.9712399811409712	0.9853842527109852		False	3644.0	120.50274423710208	0.0954823791655756	0.7945599216378901	61.0	31.0	31.0	194.0	649	5470	0.8660646295409364	11254	225.0
M5_3.141.filtered.fa	5.452107192635426	0.7586405360231037	0.0180959996268578	4004902.0	154.0	154.0	4	5.683300290512879	0.0028508945480938	0.4724232952516691	0.9918863759688894	0.00020209580152	0.9836380270918372	0.9943536209394352		False	7016.0	23.325684150513112	0.4573876680859172	0.9828108159337052	30957.0	10683.0	10381.0	64574.0	96582	183172	0.9152009058033334	381384	74955.0
M5_3.142.filtered.fa	0.1833295823444362	0.0840579561884496	0.0199034791121337	1759536.0	44.0	40.0	0	0.8245457659087697	0.0006231671604016	0.0081447608915077	0.1494567544319396	0.0	0.9795548112483426	0.9898820738259716		False	9.0	16.11111111111111	0.4995451591942818	1.0	293.0	145.0	141.0	435.0	1464	5015	0.906834427697099	10293	576.0
M5_3.143.filtered.fa	0.1347450162687715	0.0825809108533182	0.0107768390717336	20819642.0	820.0	744.0	0	0.6197647132168621	0.000136366441379	0.0023815010844086	0.1121743091671478	0.0	0.9833003912710256	0.9880400145213988		False	99.0	27.97979797979798	0.2422740669319363	0.9964157706093189	828.0	593.0	584.0	859.0	12530	31740	0.9158376635145526	66419	1443.0
M5_3.144.filtered.fa	0.1221243068756795	0.0759423424030713	0.0103108645549938	5103161.0	231.0	197.0	0	0.532885754600041	0.0002369678080701	0.0021725749981236	0.1022249677733038	0.0	0.986109858392712	0.9909804275277352		False					154.0	100.0	99.0	160.0	2759	9429	0.8814266597790197	19512	259.0
M5_3.145.filtered.fa	23.1919587110063	0.9490566221748892	0.0164874344288965	2563395.0	33.0	33.0	24	11.584581538075554	0.0072449014360347	0.9173291669836292	0.9999999987226772	0.0151964779146106	0.9939076588884348	0.9991788139964796		False	171448.0	29.25703420279035	0.2536852388124115	0.9834519494962608	14326.0	1931.0	1848.0	106910.0	261313	290127	0.9151378788379936	591459	108758.0
M5_3.146.filtered.fa	0.5077613756496112	0.2944283522565335	0.0063973631176418	4947190.0	84.0	84.0	0	1.1589253962179116	0.0005219331566917	0.0085282756473876	0.3613209977374335	0.0	0.9921784266786756	0.9955440733805788		False	461.0	35.52711496746204	0.2586016248283272	0.9445590753020052	330.0	188.0	186.0	481.0	11092	16510	0.9223302660790134	34029	667.0
M5_3.147.filtered.fa	0.4648533090958486	0.2366379823405071	0.0067156839141792	7199867.0	311.0	291.0	0	1.1106899842011653	0.0004157332349808	0.0134809434674279	0.3366585885440963	0.0	0.9870081701198216	0.990572938667436		False	49.0	15.755102040816327	0.2355586772505654	1.0	1261.0	915.0	904.0	1006.0	14769	21392	0.9470744227791552	44223	1910.0
M5_3.148.filtered.fa	0.2714297758966663	0.1713741294706844	0.0040873551437054	1779090.0	69.0	68.0	0	0.7308079419062198	0.0005500413645547	0.003627697305926	0.2131144699157541	0.0	0.9882243569879144	0.9911682677409358		False					76.0	57.0	57.0	44.0	2133	5116	0.9062962943565624	10568	101.0
M5_3.149.filtered.fa	5.809082368625541	0.9049953310692088	0.0109493666060309	5295645.0	111.0	111.0	5	4.215642750053954	0.0018357630776033	0.5741612211543636	0.9940800053363456	0.0	0.9961217593899008	0.9992560566265226		False	701.0	18.905848787446505	0.4702656411986001	0.9770410642483244	11792.0	2262.0	2184.0	52808.0	134868	168078	0.9521825767544334	341769	54992.0
M5_3.15.filtered.fa	0.4225613513501943	0.2296769520987172	0.0111090661889434	3971021.0	146.0	140.0	0	1.1616149422629454	0.0005850780368805	0.0095285318309824	0.3114185541903062	0.0	0.9817115069506844	0.9874464823722184		False	677.0	22.357459379615957	0.1912344352305963	0.9332805702167	692.0	475.0	472.0	776.0	7540	19036	0.8593857599830377	39891	1248.0
M5_3.150.filtered.fa	0.36452584101681	0.2157618087832782	0.007918119731238	1308327.0	80.0	74.0	0	0.8786792050954494	0.0007729373743425	0.0068178673985937	0.2752121717283696	0.0	0.9815022421524664	0.9853139013452914		False					165.0	131.0	131.0	92.0	2109	4537	0.9141350575650226	9533	223.0
M5_3.151.filtered.fa	0.2663829920987596	0.1357669625211675	0.0090159434397275	254517.0	7.0	7.0	0	0.8621318448776044	0.0017136174963272	0.0093038971856496	0.2096000391048222	0.0	0.980152027027027	0.9822635135135136		False					47.0	42.0	41.0	22.0	309	2086	0.8752092429922509	4256	63.0
M5_3.152.filtered.fa	1.825245893161144	0.5229566293856771	0.0186401523652209	6110174.0	221.0	221.0	1	2.7733187632058782	0.0011260289427077	0.1371078794155452	0.8004503344802206	0.0001344056729898	0.984460813628838	0.9923485800707368		False	795.0	27.28930817610063	0.2299893779106957	0.9419429192612098	13018.0	6410.0	6145.0	23129.0	49172	134655	0.9103973735945884	279936	29274.0
M5_3.153.filtered.fa	0.3008787412072244	0.1783958568837245	0.0098612706641282	3309393.0	176.0	173.0	0	0.8161204104689361	0.0004510266124367	0.0053465998145278	0.2333124511595611	0.0	0.9855318186956028	0.9896009946874648		False	1.0	1.0	0.0090702947845806	1.0	256.0	184.0	181.0	249.0	4413	17430	0.8896302235187362	35973	430.0
M5_3.154.filtered.fa	125.06851106562544	0.9441218651644948	0.010328170810194	6117187.0	153.0	153.0	140	80.49673071214029	0.0326280681661792	0.9095311292592494	1.0	0.009459120634922	0.9966449020556558	0.999260034379554		False	1196405.0	143.7364312252122	0.2971301499797043	0.941268693192349	18667.0	4117.0	3877.0	159175.0	3388567	3845941	0.9416359033527748	7900872	163052.0
M5_3.155.filtered.fa	8.529875015838257	0.7446807819388627	0.0128282742319204	307799.0	19.0	19.0	6	9.889704066769948	0.0179369225557767	0.5663793579576282	0.9994642696699008	0.0059680121620432	0.9903574235219208	0.9964320746166776		False	5845.0	32.55688622754491	0.2633081477709393	0.9758699925926272	1681.0	622.0	608.0	5036.0	11619	14910	0.9225907522738858	32209	5644.0
M5_3.156.filtered.fa	0.1776052421092301	0.0958638108402633	0.0139677437903876	6071144.0	250.0	194.0	0	2.015194907475794	0.0008212541670133	0.0025580022480112	0.1451467214297643	0.0005767737470252	0.9794591113972954	0.9857694784288472		False	508.0	62.4507874015748	0.144373847967922	0.948996435756304	319.0	221.0	216.0	416.0	4783	9774	0.8248922878010922	20773	632.0
M5_3.157.filtered.fa	0.1937681596608805	0.0973301001734236	0.0126643912286848	8887487.0	417.0	387.0	0	2.076846092886147	0.0006999421960049	0.0040295980179773	0.1572604164205114	0.008919865502333	0.9847541395582609	0.9896685561109094		False	2676.0	87.51158445440957	0.2582047101496416	0.9474793701574558	546.0	370.0	361.0	869.0	7636	16181	0.9069169471353316	34375	1230.0
M5_3.158.filtered.fa	1.6637988664438308	0.396431103653891	0.0155908175690028	1135365.0	39.0	39.0	0	4.03561844093892	0.0038004891507915	0.1170645563321046	0.7698754049370305	0.0023731253805317	0.985546719233171	0.9920473098539624		False	2936.0	62.93732970027248	0.1736136422565288	0.9383659943624848	1921.0	1057.0	1026.0	3468.0	8424	19871	0.8764413755049796	43267	4494.0
M5_3.159.filtered.fa	0.3331171334340906	0.1875248578893587	0.011640736633487	326858.0	26.0	23.0	0	0.8714326135840617	0.0015365167746029	0.0077036511267889	0.2548296498507079	0.0	0.9864972200158856	0.9940428911834788		False					34.0	15.0	15.0	45.0	482	1062	0.9246702612960632	2247	60.0
M5_3.16.filtered.fa	2.463724857480908	0.7225852425513607	0.0094371965895732	297504.0	18.0	18.0	2	2.510021735122827	0.0046299411690353	0.1899840002151231	0.8864451216424425	0.0	0.9860759717627076	0.9913306558624227		False					787.0	490.0	485.0	741.0	3302	6243	0.9434145699547476	12760	1226.0
M5_3.160.filtered.fa	0.8335447643900149	0.4048034896889681	0.0080466786522625	2322270.0	107.0	104.0	0	1.5455405152421873	0.0010189067699918	0.0252330693674722	0.5209834001518633	0.0	0.991962183009659	0.9958531007884228		False	285.0	30.59649122807017	0.3616282345957357	0.9635307833551312	471.0	243.0	234.0	805.0	8610	15042	0.9156001529603908	31324	1039.0
M5_3.161.filtered.fa	0.1487950833976281	0.0878453829310469	0.0086228149119899	6177274.0	292.0	251.0	0	0.6173380509141076	0.0002495670967178	0.0026621775236131	0.1231208177475986	0.0	0.984250532076619	0.98759501368197		False					259.0	204.0	202.0	213.0	4230	9494	0.918633529619808	19536	415.0
M5_3.162.filtered.fa	0.0155390499656199	0.0099773664909465		279232.0	24.0	9.0	0	0.1774802251218478	0.0003387921873764	0.0	0.0136272775162402		0.0	0.0		False					0.0	0.0	0.0	0.0	19	32	0.9460338228074237	64	0.0
M5_3.163.filtered.fa	10.249649978592894	0.8793349390354018	0.0066141223036408	1971308.0	98.0	98.0	9	13.1830384621301	0.0094364405738096	0.7468655329354926	0.9998826607130296	0.0015857160960423	0.9965903734424052	0.998160703442636		False	4970.0	34.174849094567406	0.3881179123506667	0.9620908759300224	5020.0	2708.0	2674.0	18997.0	90589	103385	0.966483334057454	213241	21671.0
M5_3.164.filtered.fa	0.3052246985041613	0.1350287416772153	0.0126801994409821	4121367.0	234.0	196.0	0	1.4827443871783454	0.0007345571835706	0.0110266811958264	0.2362489615153149	0.0092679798999387	0.9817141599735943	0.987787435361426		False	1110.0	54.53333333333333	0.2025925552199028	0.8678184946397133	831.0	555.0	543.0	992.0	5726	17846	0.9095167822148588	37505	1535.0
M5_3.165.filtered.fa	0.7807988376134021	0.3403871515408752	0.0139902529521629	1781163.0	101.0	98.0	0	1.473227615666463	0.0011101837314529	0.0338655137121082	0.4981456664514899	0.0	0.9768899204244031	0.9847148541114058		False	1.0	6.0	0.9999999999999986	1.0	1394.0	922.0	906.0	1194.0	6215	22914	0.8998359220187587	47438	2100.0
M5_3.166.filtered.fa	0.1101595507345319	0.0311073673332844	0.0165388011494087	2198611.0	79.0	56.0	0	0.9080380357931834	0.0006146049775869	0.0076452814981822	0.0926898023371176	0.0	0.9839966684514247	0.9942887738711405		False	34.0	16.558823529411764	0.6169902211203192	1.0	269.0	96.0	94.0	502.0	1097	1930	0.9257957748679702	4022	596.0
M5_3.167.filtered.fa	0.0711172386840433	0.0440153937176696	0.0060377357141026	184231.0	7.0	5.0	0	0.3846657305415073	0.0008996213788267	0.0011507292475207	0.0608654523044706	0.0	0.9952830188679244	0.9952830188679244		False					1.0	1.0	1.0	0.0	57	161	0.7263605475313467	341	1.0
