genome	coverage	breadth	nucl_diversity	length	true_scaffolds	detected_scaffolds	coverage_median	coverage_std	coverage_SEM	breadth_minCov	breadth_expected	nucl_diversity_rarefied	conANI_reference	popANI_reference	iRep	iRep_GC_corrected	linked_SNV_count	SNV_distance_mean	r2_mean	d_prime_mean	consensus_divergent_sites	population_divergent_sites	SNS_count	SNV_count	filtered_read_pair_count	reads_unfiltered_pairs	reads_mean_PID	reads_unfiltered_reads	divergent_site_count
M5_3.108.filtered.fa	28.44543704529585	0.963854292588384	0.0164601686270028	5185927	77	77	29	15.8055970292828	0.0069509400372242	0.9193777698760512	0.9999999999876494	0.0161396197083422	0.9962588819306744	0.9991272751983818		False	632777.0	34.69021946120039	0.3320034693097711	0.9822352295142102	17837	4161	3854	227513	632002	782016	0.9337493310783818	1598368	231367
M5_3.109.filtered.fa	5.8112074186029945	0.8999941477613915	0.0085067009312897	4716144	74	74	5	4.72894532419689	0.0021809882406791	0.5710077978959082	0.9940911033120992	0.0019143490081448	0.99815927113524	0.9996234619590748		False	8418.0	32.55084343074365	0.2842671497254146	0.9472159837509656	4957	1014	969	37403	118777	138593	0.9581564631101618	284019	38372
M5_3.11.filtered.fa	2.5227002953944555	0.6495784784408546	0.0183374049573509	1548438	111	111	1	7.404614842638196	0.0059936514585871	0.1599870320929866	0.8922071943670699	0.0002918515839466	0.9920397206636256	0.9977717676502644		False	1829.0	65.15965008201204	0.2952993762456305	0.9659651767688484	1972	552	513	7635	17023	30276	0.9437726171016844	63953	8148
M5_3.110.filtered.fa	1.5473425775316425	0.5453652886464074	0.0098663336437105	10484558	488	488	1	2.638616182073683	0.0008187136942233	0.0847906034760835	0.7449519948268121	0.0003931025821029	0.9959021003563586	0.9985241711961412		False	6411.0	52.5629386991109	0.2084379826626595	0.9416570249284206	3643	1312	1265	14371	70338	103480	0.9340591508093008	221656	15636
M5_3.111.filtered.fa	5.002848117295462	0.8727789776044297	0.0115417570363675	3908898	107	107	4	4.783608832445603	0.0024261666333245	0.4370083332949593	0.9879358241038528	0.0001537801837442	0.9958846074366255	0.9990651092569404		False	9608.0	21.738863447127397	0.3049722887658086	0.9713127104911258	7030	1597	1525	38036	85238	111884	0.9585904026645234	231154	39561
M5_3.112.filtered.fa	1.5223703694765511	0.5114790495848736	0.0160834691789598	13591282	634	634	1	2.4239719602003733	0.0006605911982363	0.0925120970928275	0.7392656057194453	0.0008743191429731	0.9921669087085778	0.9974549809998424		False	3569.0	33.113757355001404	0.2650591284828236	0.9707599246436998	9849	3200	3083	32280	92047	191332	0.9195730773118542	403698	35363
M5_3.113.filtered.fa	3.1938144745502544	0.6633364619692969	0.0142915107451282	18901741	864	864	2	4.387193158383067	0.0010137483414154	0.259812892367957	0.94040229313246	0.0020562504457301	0.992588348080073	0.9977248643633896		False	19724.0	33.580967349422025	0.3135493788398588	0.9617922661979182	36398	11173	10869	123663	263459	422453	0.9343577343932856	897225	134532
M5_3.114.filtered.fa	5.585943196613612	0.904435027203521	0.0027522711092618	837943	53	53	5	4.945251083022471	0.0054368307162663	0.5479453853066378	0.9927907318854566	0.0020273531956696	0.9991135736485264	0.999649349772513		False	2065.0	55.97627118644068	0.1948711620906921	0.96790366836651	407	161	153	2092	20205	23072	0.9772780009423684	48798	2245
M5_3.115.filtered.fa	2.224870446547104	0.6174576174159095	0.0261855303353109	3668370	115	115	1	3.1735703134415068	0.0016621774147836	0.1625978295537255	0.8597825159585982	0.0013638050176179	0.9922225631172784	0.9986990103425324		False	4476.0	40.67627345844504	0.1252398605683802	0.9284864805828582	4639	776	722	23885	36604	55291	0.9454591682066742	115065	24607
M5_3.116.filtered.fa	2.9235737662983023	0.6637348163485025	0.0263751600694949	6403351	296	296	2	3.847962140182793	0.0015277210721926	0.2462292009293259	0.9243407547701166	0.0005464483937729	0.9909303782856764	0.998232375124628		False	7084.0	35.07086391869001	0.2054977886873188	0.9471016433059704	14300	2787	2561	66573	81199	152492	0.9097047554609576	326643	69134
M5_3.117.filtered.fa	9.738488049499905	0.938766084087422	0.0046289558267599	5293586	80	80	9	5.898359841346596	0.0025675188791306	0.8307257122109662	0.9998157256628027	0.0012546759060328	0.9992043238936146	0.9997889718700412		False	7843.0	41.693612138212416	0.2980784753558458	0.929142441494102	3499	928	903	36638	221998	236535	0.9724078120082648	482910	37541
M5_3.118.filtered.fa	6.249659698917776	0.6730515236054394	0.0284187543119166	296796	22	22	3	8.815428243180094	0.0163026589685953	0.416050081537487	0.995987936229804	0.0133584511154925	0.9913104744011272	0.997602889489966		False	8937.0	36.88004923352355	0.1388159337854134	0.9500912054350832	1073	296	275	7074	8022	14971	0.9117750535627234	34423	7349
M5_3.119.filtered.fa	9.298525079221225	0.8425232521749869	0.0161097158759801	17133666	649	649	7	10.133894194511903	0.0024575510126694	0.6232662642075549	0.9997282417422044	0.0076098072902186	0.9945547436068874	0.9985865500696892		False	299294.0	42.221401030424936	0.2766287245345932	0.9545040415521386	58149	15094	14305	367636	691406	991731	0.9363015400403758	2105315	381941
M5_3.12.filtered.fa	2.2352512615994744	0.7137823476333174	0.0074346004892034	897670	51	51	2	2.272725255913574	0.0024125167774287	0.1533347443938195	0.8610619132288264	0.0	0.9965418034930692	0.9988375810060736		False					476	160	150	1594	8679	11909	0.9633754466759984	25069	1744
M5_3.120.filtered.fa	3.64204399165288	0.7943049543596914	0.0144679405141367	702997	34	34	3	3.306511723816432	0.0039628196248076	0.3399929160437384	0.959881786453318	0.0	0.9953140820203	0.999058632548721		False	181.0	19.414364640883974	0.2024667981786144	0.9945777193558988	1120	225	223	5675	11186	14781	0.96209860012946	30358	5898
M5_3.121.filtered.fa	1.4039981138239477	0.5482905818201288	0.0129431938704498	3866023	142	142	1	2.166319515315289	0.0011058377579694	0.067446055028643	0.7105377346001405	0.0011064632813334	0.995566600702594	0.99888014481415		False	1299.0	37.04080061585835	0.2433764359792868	0.9321649096196536	1156	292	278	5322	24312	32516	0.9467707471077222	68540	5600
M5_3.122.filtered.fa	3.4574137926012094	0.8387143632552038	0.0121402531640397	5149355	188	188	3	3.353601451917512	0.0014832913915067	0.2937604806815611	0.9527780465410124	0.0007069498241567	0.9973675807855874	0.9995471604314736		False	1212.0	26.575082508250823	0.2633426993106579	0.9751430453666642	3982	685	656	28499	76901	87828	0.9577863066141264	185238	29155
M5_3.123.filtered.fa	8.117325412630372	0.8639431423451874	0.0124313899316107	681421	50	50	7	6.953933042794005	0.0084865928642062	0.6443050625090803	0.9992288273961502	0.0097378223134746	0.9929756310885266	0.9975560480408524		False	4552.0	27.54657293497364	0.3653302779486497	0.9718566927309976	3084	1073	1041	10834	24070	35653	0.9342724180108892	76837	11875
M5_3.124.filtered.fa	3.88849675673477	0.6676388885565735	0.0165342007169694	417943	12	12	2	5.662290381813175	0.0087838452279315	0.2901520063740749	0.9677275913831138	0.0	0.9922237706878212	0.9977570155112272		False	1297.0	24.676175790285274	0.4191977649310566	0.9771406872125552	943	272	266	3769	7100	12287	0.9325646316604153	25943	4035
M5_3.125.filtered.fa	12.76412272147626	0.9260280549096092	0.0167675695435876	333275	5	5	8	22.251077032237816	0.0386013823498295	0.7289565673992949	0.9999872594452276	0.0163925427231584	0.9952746117402024	0.9989380224991048		False	10027.0	78.51331405205944	0.2730919854326541	0.94651173831178	1148	258	240	8424	18303	23318	0.9236195876262216	49170	8664
M5_3.126.filtered.fa	19.87480512791399	0.910305919401353	0.0138903948538561	5583791	166	166	17	16.52082927426599	0.0070123287566794	0.7973093906988997	0.9999999761015664	0.0171250840199041	0.9964094861443452	0.9992697678733354		False	365590.0	38.16516316091797	0.3284548983279558	0.9687192152763994	15985	3251	3114	164371	486962	612788	0.9475792617651188	1269071	167485
M5_3.127.filtered.fa	21.198422873913696	0.8768181252713383	0.0088449778554002	787762	58	58	15	22.831026011447182	0.025914898991427	0.7801239460649282	0.9999999925734722	0.0075475246650347	0.996952251396139	0.999165245577266		False	24809.0	52.50106816074812	0.3448646356148099	0.9632700386791124	1873	513	496	13487	72011	82957	0.917546706299422	179881	13983
M5_3.128.filtered.fa	0.3683960247781074	0.2260989657239553	0.0068091239384387	395349	38	38	0	0.8349623826926116	0.0013408868342148	0.0047375862845232	0.277684814171748	0.0	0.99359316604378	0.997330485851575		False					12	5	5	12	636	1405	0.9409589029160336	2939	17
M5_3.129.filtered.fa	2.384153665229322	0.5464586436691493	0.0227777310521779	318875	14	14	1	3.935237203469708	0.0069996532931208	0.1790294002352018	0.8781796287924167	0.0	0.98898192264574	0.995883548206278		False	433.0	23.43418013856813	0.3233641297338093	0.976647977536511	629	235	215	2219	3347	8030	0.924588638411054	17746	2434
M5_3.13.filtered.fa	0.2059143114450274	0.1338387447286816	0.009607046940448	440829	32	31	0	0.6431308732945933	0.000975754255036	0.002762976119992	0.1662505463175563	0.0	0.9926108374384236	0.9950738916256158		False					9	6	5	15	395	570	0.965435645688393	1206	20
M5_3.130.filtered.fa	3.4144118142242106	0.576352310171489	0.0084370974889365	207885	14	14	1	4.952189035622316	0.0109353156756174	0.2754696106020155	0.9509505169346968	0.0	0.9868857611846472	0.9910941920162052		False	113.0	14.654867256637168	0.5194893496519931	1.0	751	510	500	833	3100	9639	0.9035084792724712	20587	1333
M5_3.131.filtered.fa	2.261597782447057	0.6545535429509693	0.0169617567764458	4320438	124	124	1	2.8819591110077134	0.0013905097152568	0.1620245447336589	0.8642568581519642	0.0024105286474901	0.993001598532607	0.9978714802640508		False	809.0	27.23485784919654	0.4204097483943045	0.9727488313902032	4899	1490	1412	18375	42262	75945	0.9164113385298014	161275	19787
M5_3.132.filtered.fa	6.666791444237084	0.7804761078078208	0.023883624537406	5529840	285	285	4	8.768593215267439	0.0037482071692907	0.4644532210696874	0.9972240905208964	0.0082782304620997	0.9920326341560658	0.998454651075865		False	91056.0	52.58237787735021	0.2414514088897446	0.9614898968863546	20463	3969	3683	128614	158210	236102	0.9119418649194788	508008	132297
M5_3.133.filtered.fa	2.289981352038399	0.7054367644008052	0.0139451608917086	3514057	123	123	2	2.6034844625789324	0.001393721908429	0.1571146967735582	0.8676166678950252	0.0	0.9948325514843056	0.9989440510043288		False	63.0	20.17460317460317	0.44687946140748	0.9220871260276294	2853	583	569	11863	35025	47099	0.9222722726530538	99857	12432
M5_3.134.filtered.fa	1.170408661990214	0.4466262336782356	0.0158728290219155	720204	65	65	0	1.8180367721260888	0.0021618751823035	0.0612326507489544	0.6442300086096464	0.0	0.9887755102040816	0.9955102040816326		False					495	198	190	1105	3910	8841	0.929489307299466	18618	1295
M5_3.135.filtered.fa	2.3594623200056253	0.6427515867608777	0.017824498976828	18403214	856	856	1	3.2960982554931064	0.0007719387431484	0.1762718186073367	0.8754944802308481	0.0005043136403116	0.9935702201747982	0.998500293467753		False	8600.0	38.39046511627907	0.2026881026029895	0.9589473276621598	20858	4865	4604	93555	188595	289571	0.936114621180693	616040	98159
M5_3.136.filtered.fa	2.424473501135816	0.7146770412979335	0.0181173221210177	3705706	184	184	2	2.6652593254353896	0.001391461640413	0.1751844317924843	0.8824404307474569	0.0001693466088103	0.9936597133007384	0.9988524019458334		False	1895.0	31.66490765171504	0.2099538824929753	0.9680751037464236	4116	745	701	18565	39037	61496	0.9299668323694869	130069	19266
M5_3.137.filtered.fa	16.501291778868648	0.8669688125606269	0.0096911742510975	8985284	244	244	16	15.175589361444269	0.0050764749750556	0.7276608062694513	0.9999995300505216	0.007487089419217	0.9967010994856568	0.9989501760336384		False	145472.0	30.473781896172454	0.5499136632734273	0.9860667857881528	21569	6864	6663	156000	643430	811577	0.9396960162306106	1689578	162663
M5_3.138.filtered.fa	3.394704701557512	0.6893864273967302	0.013452827198058	330784	8	8	2	5.803147318345481	0.0101145111212609	0.2534131034149173	0.9500895186643744	0.0050927342856239	0.9938323889054578	0.9973635550253503		False	3891.0	38.14417887432537	0.1446101809594475	0.9603386821315442	517	221	213	2205	4957	8001	0.9338444097824644	17149	2418
M5_3.139.filtered.fa	2.896575484559303	0.6949573232173553	0.0173650602266949	269936	6	6	2	3.179900567989343	0.0061341080833142	0.2539972437911209	0.9225154062623226	0.0	0.9892653471989266	0.9958140688126248		False	12.0	13.333333333333334	0.327231297192343	1.0	736	287	274	1902	3387	7013	0.9247070157550672	14538	2176
M5_3.14.filtered.fa	1.0840063416552037	0.4827786019140661	0.0194776133588849	1019923	58	58	0	1.6668726016178168	0.0016599797368259	0.0438621346905599	0.6160249105342368	0.0	0.993115164520744	0.9979881974248928		False	36.0	21.13888888888889	0.2636699175358059	0.8630327344613059	308	90	83	1288	4809	9710	0.9111906350922871	20358	1371
M5_3.140.filtered.fa	1.37483975357451	0.5135733521129242	0.0109042149124436	1588959	106	106	1	2.318350422994358	0.0018515675813467	0.0690074444966798	0.7029882273480565	0.0	0.9950205198358412	0.9982398540811672		False	527.0	25.755218216318784	0.1563886840067416	0.8731594311116045	546	193	185	1994	9545	16474	0.936046850826978	35159	2179
M5_3.141.filtered.fa	18.910296681416924	0.9093206275709118	0.0207622881952137	4004902	154	154	17	14.38467505615016	0.0072157355053254	0.8083516150957002	0.9999999439931576	0.0232611239667827	0.9891628047343384	0.997798520959458		False	460801.0	35.02755853394415	0.4037392583192523	0.976534467096164	35084	7127	6773	173285	327326	542965	0.9342476471707304	1130384	180058
M5_3.142.filtered.fa	1.2549047021487485	0.3973797637558993	0.0216432222347753	1759536	44	44	0	3.755572352375696	0.0028383498591294	0.0596856216638931	0.6698079592103812	0.0022211419751833	0.9931440977346956	0.9981717593959188		False	3006.0	59.50864936793081	0.200790202395167	0.9329648553474842	720	192	189	4141	10039	15320	0.9420879739138852	32306	4330
M5_3.143.filtered.fa	1.6396212288376524	0.5433247123077333	0.0140026230886185	20819642	820	820	1	2.6025577517246927	0.0005726391508224	0.1015860407205848	0.7649096910048923	0.000369237571276	0.9954775092967564	0.998993373475462		False	3786.0	29.49471737982039	0.3018835906816444	0.9570424373364989	9565	2129	2017	45901	148550	211003	0.9397230128215792	446393	47918
M5_3.144.filtered.fa	4.525705342237879	0.7770313341084085	0.0192960349485632	5103161	231	231	4	4.529948319129788	0.0020144128729072	0.4160213640134027	0.9816145891452104	0.0004311990692185	0.987222471342764	0.9955106489611044		False	4681.0	37.5056611835078	0.2593304095990433	0.955142722306103	27127	9531	9055	73881	99813	206146	0.923140676490511	431768	82936
M5_3.145.filtered.fa	13.105398504717376	0.9529159571583778	0.0153664846206473	2563395	33	33	13	7.081695152921204	0.0044288335503815	0.8912403277684477	0.99999057426534	0.0025290553510318	0.9976385373200836	0.9996353849096624		False	18311.0	24.755174485282076	0.2967571012980582	0.9792252110582556	5395	833	796	75598	144509	157742	0.9156161260029796	322613	76394
M5_3.146.filtered.fa	13.931069354522466	0.9284610051362492	0.0059144490257644	4947190	84	84	14	8.500794590993603	0.0038284142963341	0.8386773097455323	0.999995453415381	0.0059701087772392	0.9983492789754684	0.9994013153708664		False	14207.0	21.22678961075526	0.6373911199335548	0.9827212313479152	6849	2484	2423	52740	296974	350881	0.9580801919120592	714867	55163
M5_3.147.filtered.fa	3.149691098460569	0.771931481512089	0.0107542986501527	7199867	311	311	2	3.6094847275908686	0.0013510365482359	0.2535441279679194	0.9380344838588576	0.0014854901689458	0.9966518468526704	0.9991437887157598		False	3381.0	31.30819284235433	0.2966077841152066	0.958824993176134	6112	1563	1501	31735	98103	122526	0.9613846437415308	256006	33236
M5_3.148.filtered.fa	4.090437246007791	0.7827552287967444	0.0104681478190426	1779090	69	69	4	3.6723540048257313	0.0027639910462296	0.4045714382071733	0.9729983171792308	0.0	0.9928671559903248	0.9968545463891888		False	15.0	11.0	0.4643477981570087	0.9796296296296296	5134	2264	2202	12254	31483	52213	0.9334819585703378	108857	14456
M5_3.149.filtered.fa	94.63278864047722	0.9788290189391472	0.0115205199715719	5295645	111	111	102	48.821905119526186	0.0212602101531331	0.9582604196467096	1.0	0.0108410877196712	0.998595162147532	0.9997729873466064		False	1212411.0	130.1934987392889	0.3176669546324356	0.9587323028453186	7129	1152	1084	180641	2150873	2365094	0.9617194330026372	4806543	181725
M5_3.15.filtered.fa	2.5464098527809345	0.7202671554746248	0.0159729081929297	3971021	146	146	2	2.9222772877631704	0.0014718821156125	0.1919722912570847	0.8944404362425353	0.0008108875574848	0.9933256900591084	0.998368152207848		False	2087.0	38.61523718255869	0.1821042419261962	0.9202158344000668	5088	1244	1189	19515	44447	69722	0.9187656992708482	146985	20704
M5_3.150.filtered.fa	1.5149163779391543	0.5838777308730921	0.0133692347939058	1308327	80	80	1	2.032607026689013	0.0017879994532345	0.0737950069057658	0.737543824593393	0.0	0.9943447818701578	0.9981667150018644		False	217.0	27.18433179723502	0.1604340499491654	0.9645041585567756	546	177	174	1937	8616	13722	0.9327608732709668	29493	2111
M5_3.151.filtered.fa	1.88731990397498	0.6015708184522055	0.0201395000088543	254517	7	7	1	2.3633666992174787	0.0046975489306874	0.1296612799930849	0.8110935717625123	0.0	0.9888791248750036	0.9957880064240476		False					367	139	133	1006	2119	5737	0.9133668846552844	11915	1139
M5_3.152.filtered.fa	6.369374096384162	0.7666032096630964	0.0228195404582819	6110174	221	221	4	7.300583164900422	0.0029641987251477	0.4743676693986128	0.9963903964301276	0.0052619336049155	0.9889579636697856	0.9962014428996826		False	42155.0	27.16992053137232	0.2500915846250185	0.9667094777936	32005	11010	10284	129799	168313	349703	0.918942675503986	738574	140083
M5_3.153.filtered.fa	2.769266448560204	0.6347287856111378	0.0033371837112318	3309393	176	176	2	3.3540589027696943	0.001853611066975	0.2509998057045506	0.9132966081328114	0.000127941388642	0.9974056680434884	0.9985060018756238		False	620.0	33.593548387096774	0.2806578820266996	0.9682072269027142	2155	1241	1219	4322	39635	58565	0.9394711920534032	124326	5541
M5_3.154.filtered.fa	67.47939502258146	0.9599636238029016	0.0112254866227062	6117187	153	153	72	43.067421726986574	0.0174566936994594	0.922174031952922	1.0	0.0102259394994169	0.9976699625304306	0.9995314752714493		False	935928.0	97.11756459898623	0.3071266365466355	0.9552188423338588	13144	2643	2478	184223	1785450	2162730	0.9383759162199165	4459401	186701
M5_3.155.filtered.fa	5.356609345709376	0.7506262203580908	0.0143260560820862	307799	19	19	3	6.337467661956111	0.0114942434965471	0.4240559585963567	0.9911725231465542	0.0	0.994545064509209	0.9982455333884956		False	1169.0	21.78528656971771	0.2557138495125826	0.9892845233119296	712	229	224	3684	7125	9019	0.8984735338362256	19679	3908
M5_3.156.filtered.fa	2.061573074201501	0.6087048832971182	0.0242337417358335	6071144	250	250	1	3.23900091491262	0.001319992914067	0.1461136484326512	0.83803402951017	0.0004234751726778	0.9930028622092558	0.998966267866262		False	2210.0	53.50497737556561	0.2881441956200777	0.968871194072491	6207	917	834	32564	54554	75363	0.9346578356281664	160086	33398
M5_3.157.filtered.fa	3.356931155004784	0.7370922736652105	0.0129282849927137	8887487	417	417	2	4.401334404488121	0.001483345192974	0.261507442992603	0.9483967286304338	0.0018280209089956	0.9930675551945146	0.9974033450595144		False	11160.0	34.3163082437276	0.2852672922762504	0.9561219532305444	16112	6035	5812	53087	128805	216397	0.930253972573407	463456	58899
M5_3.158.filtered.fa	7.144578175300454	0.7490067070941944	0.021719724641406	1135365	39	39	4	12.360127488697495	0.0116399830932148	0.4421309446741797	0.9981795335668732	0.0097710562329556	0.9911709629865731	0.9975915375114548		False	41061.0	77.265726601885	0.1806147902840677	0.9328304449555516	4432	1209	1134	22324	35202	62619	0.8872598552980105	139083	23458
M5_3.159.filtered.fa	5.661886813233881	0.8019109215622686	0.0152592403739156	326858	26	26	4	6.250322277244719	0.0110206169426715	0.4581530817663939	0.9932583195222048	0.0	0.9939633124319704	0.9979365747140252		False	2442.0	26.33906633906634	0.2078427031514939	0.9551200491474264	904	309	298	4400	7999	12687	0.9396549004003945	27343	4698
M5_3.16.filtered.fa	3.5435389104012045	0.8281737388404862	0.0093192762308964	297504	18	18	3	3.032449215581717	0.0055936015492486	0.3227553242981606	0.956236049913543	0.0	0.9972193582653794	0.999354307911811		False	1.0	9.0	1.000000000000001	1.0000000000000002	267	62	57	1439	4667	6311	0.9697632866098204	12936	1496
M5_3.160.filtered.fa	8.200241143364035	0.8732012212188935	0.0051246942967355	2322270	107	107	8	7.250494693220389	0.0047799317169983	0.7096099936699867	0.9992832711268907	0.0021276019009349	0.9982231996242504	0.9992912217080344		False	3386.0	32.138806851742466	0.3958857272234675	0.963904218715794	2928	1168	1127	15528	82632	96291	0.960990018694716	201084	16655
M5_3.161.filtered.fa	0.652141219573553	0.3083659555978899	0.0152714136727548	6177274	292	291	0	1.4164788620412507	0.0005726303710557	0.0228324014767678	0.4377679966264522	0.0	0.9934558500304872	0.9981069468668908		False	227.0	20.18502202643172	0.1602816168081695	0.8919498114098359	923	267	256	3435	18405	27813	0.951553491668554	58441	3691
M5_3.162.filtered.fa	0.2040525441210176	0.1299851019940407	0.0	279232	24	23	0	0.6210776103218172	0.0011855756999799	0.0015148693559477	0.164878784546063	0.0	0.9810874704491724	0.9810874704491724		False					8	8	8	0	255	335	0.970345605298014	704	8
M5_3.163.filtered.fa	6.141635401469482	0.8636641255450695	0.0061853684016686	1971308	98	98	5	7.643177917529091	0.0054709993011856	0.5700519654970203	0.9955863976320656	0.0003211474856928	0.9988217999053168	0.9997063398555548		False	327.0	74.2874617737003	0.4953824243066868	0.9778362217767548	1324	330	321	10920	53049	59374	0.9738375351250456	122665	11241
M5_3.164.filtered.fa	3.0440681453508023	0.6676226601513527	0.0169524256183348	4121367	234	234	2	5.092555156818968	0.0025228711067924	0.2194308344779778	0.931977188875405	0.000420724036415	0.9936838962575536	0.9983623687600556		False	7033.0	73.57088013649935	0.2063371969086568	0.9050508250558434	5712	1481	1405	25758	55631	87107	0.9328711457614932	186720	27163
M5_3.165.filtered.fa	2.349389135076352	0.6614577104958951	0.0262242609708401	1781163	101	101	2	2.6649748044205035	0.002008251570319	0.1828322281565471	0.8743821109405042	0.0	0.9880732310980366	0.9970643689314426		False	29.0	13.482758620689657	0.4613993889249218	1.0	3884	956	867	13352	18273	41883	0.9242209000042942	88145	14219
M5_3.166.filtered.fa	0.2234601755381011	0.0679706414640879	0.0224455814653837	2198611	79	74	0	1.3734699990859187	0.0009296323113459	0.0133015799520697	0.1790682760120839	0.0	0.993058642502992	0.9986664387074714		False	625.0	27.0704	0.152573307905784	0.9494703466659388	203	39	37	1238	2237	4323	0.9282573579004254	9099	1275
M5_3.167.filtered.fa	1.7768236615987538	0.4542395145225288	0.0136282843482543	184231	7	7	0	4.817069602179248	0.0112657261963955	0.0947071882582192	0.7917331925589581	0.0005669966628422	0.9928931682714351	0.9968477762494268		False					124	55	49	379	1436	2036	0.9453482300924256	4403	428
M5_3.168.filtered.fa	0.6225244122277555	0.3418996114020443	0.0119053671388883	1051215	57	57	0	1.140065785195234	0.0011180264598155	0.0135918912877003	0.4228707626415802	0.0	0.99265117581187	0.9974104143337066		False					105	37	35	250	2822	4148	0.9563200377172972	8722	285
M5_3.169.filtered.fa	2.15798088743692	0.7282283862992671	0.0064704721901707	588932	34	34	2	2.202642021127433	0.0028869120725162	0.135835716177759	0.8512513222403706	0.0	0.9977124428110704	0.999337483437086		False					183	53	52	725	5472	6624	0.9582842004189464	13877	777
M5_3.17.filtered.fa	3.586051767565861	0.6443098647054215	0.0227167810955995	421229	18	18	2	5.008436116152269	0.0077501005023702	0.3023201156615522	0.957848445320271	0.0015621395400945	0.9904512116595732	0.9976442134028553		False	744.0	34.55779569892473	0.3229547851107302	0.9615803935065492	1216	300	287	4938	6633	11875	0.9279371681182416	25354	5225
M5_3.170.filtered.fa	6.096448927903165	0.8234422140828803	0.0053836417756634	439839	28	28	5	6.237761424574918	0.009465963977375	0.5486553034178415	0.995406736031327	0.0007547725986496	0.997128294380905	0.9986408088844688		False	1500.0	46.232	0.2452150069310723	0.956051372414079	693	328	321	2272	11610	16106	0.9605716638839013	33917	2593
