genome	coverage	breadth	nucl_diversity	length	true_scaffolds	detected_scaffolds	coverage_median	coverage_std	coverage_SEM	breadth_minCov	breadth_expected	nucl_diversity_rarefied	conANI_reference	popANI_reference	iRep	iRep_GC_corrected	linked_SNV_count	SNV_distance_mean	r2_mean	d_prime_mean	consensus_divergent_sites	population_divergent_sites	SNS_count	SNV_count	filtered_read_pair_count	reads_unfiltered_pairs	reads_mean_PID	divergent_site_count	reads_unfiltered_reads
M5_3.108.filtered.fa	32.523499655895655	0.9611344317033388	0.017116654406625	5185927	77	77	33	18.67537297409024	0.0082130018546721	0.9210980023436504	0.9999999999996628	0.016965198617029	0.9940850959868714	0.9987619189377206		False	917338.0	45.26729297162006	0.3143644267047234	0.9806260162322148	28254	5914	5516	236875	731902	895998	0.9384068937807007	242391	1822372
M5_3.109.filtered.fa	15.8945729816562	0.9382205038692628	0.0131489045036879	4716144	74	74	15	11.327635839665952	0.0052243024326364	0.8623581044175072	0.9999991969974464	0.0099055477935257	0.9922994931159416	0.997378906590968		False	111414.0	44.98249771123916	0.3359612496560031	0.9665802780791954	31318	10660	10289	129342	329173	431494	0.9379077579741336	139631	879330
M5_3.11.filtered.fa	2.351441258868615	0.580295110298249	0.0144841964244537	1548438	111	111	1	5.795525953218479	0.0046911775049748	0.1718557669083295	0.8746095276300647	6.71960794735686e-05	0.9821200414869152	0.9901393419213252		False	898.0	45.41870824053452	0.2425513440832309	0.9596054164133828	4758	2624	2567	6295	16030	36683	0.9229889535811762	8862	75992
M5_3.110.filtered.fa	4.930578570884915	0.7280114240390486	0.0079963853697885	10484558	488	488	3	5.829074316254489	0.0018086537177274	0.4153006736192408	0.9871408656792964	0.0017038931754487	0.9882659308940888	0.9922475635265272		False	22156.0	38.75406210507312	0.2998968056791562	0.950538155220966	51093	33756	33173	63955	225357	373057	0.9193615082722832	97128	772904
M5_3.111.filtered.fa	19.372136852893068	0.919713433300127	0.0087573386765585	3908898	107	107	20	11.79700956331281	0.005983246535835	0.855589222333251	0.9999999627493648	0.0080604681466029	0.9916062948004896	0.9956105873351092		False	79609.0	32.60020851913728	0.3895554048570115	0.97154586467577	28072	14680	14364	73447	334090	421173	0.9616028882993918	87811	856814
M5_3.112.filtered.fa	2.062458272884044	0.4990077462891286	0.0122955854443937	13591282	634	634	1	3.532466290287102	0.0009626828105871	0.1600829119725424	0.8381605775790582	0.0012298472202777	0.9824468270908364	0.9889159142762068		False	15282.0	37.36199450333726	0.2106530815900131	0.9557888328077648	38191	24116	23530	46831	125628	513080	0.8996894248370991	70361	1047832
M5_3.113.filtered.fa	5.338580186872733	0.6797050070678674	0.0141723030066753	18901741	864	864	3	8.05761811671789	0.0018618731172056	0.3763537443455605	0.9910308673758724	0.0103942098991837	0.9829465256044604	0.991582488032668		False	190101.0	41.16510696945308	0.3239026196254907	0.9668841292468524	121314	59880	58531	209082	446163	1114833	0.913114031029553	267613	2300795
M5_3.114.filtered.fa	2.820635771168206	0.7602605427815495	0.004169522281983	837943	53	53	2	3.961015474382228	0.0043547577741119	0.1975492366425878	0.917141536509166	0.0047820850838441	0.9961216661129066	0.9979279306491076		False	2329.0	56.88922284242164	0.1958743485417049	0.9509839351224978	642	343	329	1278	10365	14674	0.968672122319266	1607	30655
M5_3.115.filtered.fa	7.961611287847191	0.707277074013799	0.0291763494517323	3668370	115	115	4	9.978193754815557	0.0052261417462037	0.4855287225661533	0.9991151591566654	0.02304061576158	0.979693436468158	0.9915877781077864		False	171498.0	39.659133051114296	0.1650586792753909	0.9362122360396348	36168	14983	13933	114593	131848	311963	0.9198138748130718	128526	636114
M5_3.116.filtered.fa	5.130634725474208	0.6694793085682793	0.0261265280483602	6403351	296	296	3	7.111355417895335	0.0028233561370886	0.3968558025321429	0.9892231014889696	0.0045307994882604	0.9804557440617784	0.9923083794433116		False	71414.0	44.40426246954379	0.1837153580945368	0.9522803487031398	49666	19546	18506	129198	143734	372326	0.8916194701790987	147704	777295
M5_3.117.filtered.fa	11.985486964790976	0.937588243583839	0.0063397037864561	5293586	80	80	12	7.266840407557671	0.0031632098481421	0.8639436480298989	0.9999746614850538	0.0027989249631456	0.9976126961358824	0.9992458498784264		False	15676.0	43.43040316407247	0.3806529820169992	0.9562261485789976	10918	3449	3395	61058	276923	300314	0.9631485781930742	64453	610313
M5_3.118.filtered.fa	14.801998679227482	0.6951205541853663	0.0289647606083153	296796	22	22	6	22.78137755318773	0.0421303445322418	0.5410147037022063	0.9999978928301914	0.0240874439694775	0.9875070840936409	0.9954786356191342		False	68974.0	57.62662742482674	0.1391317093916124	0.9428258448562128	2006	726	680	12585	19309	38074	0.8983179724409538	13265	84216
M5_3.119.filtered.fa	12.499528472190365	0.8456908171316051	0.0172343512296867	17133666	649	649	10	12.550874508193198	0.0030436882175266	0.6828558464954319	0.999983906315676	0.0140339074497806	0.9893940284913688	0.9966483256500268		False	863369.0	43.953523927775954	0.2208875055328842	0.953250369707769	124088	39214	37599	488390	942659	1450407	0.9306968099294408	525989	3027577
M5_3.12.filtered.fa	2.676740895874876	0.7042632593269241	0.0061593807576565	897670	51	51	2	2.90696610787075	0.0030857687212333	0.2212605968785856	0.9059155232120032	0.0	0.9902426253278892	0.9936058483830852		False	12.0	12.333333333333334	0.1841118186034268	0.971794871794872	1938	1270	1250	1928	10552	18489	0.9451915560473364	3178	38422
M5_3.120.filtered.fa	3.366660170669292	0.7500074680261793	0.0103560333605579	702997	34	34	3	3.3237136818851534	0.0039834359911519	0.3123626416613442	0.9488381391966128	0.0	0.9855048044082152	0.9912700942665876		False	17.0	16.470588235294116	0.229615664801672	0.953781512605042	3183	1917	1883	3660	10414	14985	0.9494667284457184	5543	30578
M5_3.121.filtered.fa	7.083894482779849	0.7912366274075452	0.0104219146158163	3866023	142	142	6	7.19409667641963	0.0036723593555908	0.5656489886376775	0.9980793254534108	0.0026249692160654	0.9864391634946214	0.9915845532217676		False	17987.0	47.50997942958804	0.3148025263671519	0.9586437994364388	29655	18403	17987	45275	123457	187660	0.9348735834022216	63262	384968
M5_3.122.filtered.fa	7.68378971735295	0.8918742250242991	0.0124654935020293	5149355	188	188	7	6.977016622269119	0.0030859208652519	0.679019605368051	0.9988691506827893	0.0024045131336879	0.9882185480219864	0.9951806270990556		False	22023.0	48.26617627026291	0.2240562410855225	0.9563193066875368	41194	16851	16490	83482	172889	210277	0.9510357319786402	99972	436962
M5_3.123.filtered.fa	6.559938716300202	0.8287505081293356	0.0130455524060542	681421	50	50	5	6.339732788296965	0.0077370217272782	0.5549828960363711	0.9969494271505078	0.0075525603245875	0.9899253524143456	0.9958299949494548		False	5507.0	39.98347557653895	0.2776281732258003	0.952752558990048	3810	1577	1541	9812	19725	34894	0.9253368778955124	11353	74099
M5_3.124.filtered.fa	6.491971393228263	0.7392419540463652	0.0164365394823293	417943	12	12	4	8.486290736823406	0.0131646841410518	0.455449666581328	0.9967607411981853	0.006412059146674	0.983535765318988	0.9921356224258217		False	5149.0	36.34705768110312	0.357532127588356	0.975829021955082	3134	1497	1447	6469	12045	26321	0.9199134677145432	7916	54648
M5_3.125.filtered.fa	17.99820568599505	0.9251308979071338	0.0175779778623891	333275	5	5	12	28.879327592169453	0.0501001351429505	0.7869567174255495	0.9999998746825376	0.0157357972423062	0.9889923857964792	0.9970069355213842		False	20778.0	68.98835306574261	0.278381475949114	0.9507699459444934	2887	785	756	10865	26059	35258	0.9152279744456744	11621	73052
M5_3.126.filtered.fa	10.490009744275888	0.8865987283549832	0.0123803365157187	5583791	166	166	9	8.817296278761981	0.0037425349070119	0.7106046770017	0.999905099217247	0.0106563174116738	0.9938027172274884	0.9982076016641682		False	75023.0	34.3937725764099	0.3490915804422945	0.9741350972029084	24590	7112	6919	108813	261162	357843	0.9427253666695192	115732	738543
M5_3.127.filtered.fa	20.988190595636752	0.8731456962889806	0.0092064094572058	787762	58	58	14	23.781816670708896	0.0269941165388296	0.7639820148725123	0.9999999910585878	0.0079135087591084	0.9951963657873574	0.9985045759974478		False	29643.0	57.50150119758459	0.3208076818634323	0.9596944400068982	2891	900	868	13918	72417	87168	0.8948111809660387	14786	187218
M5_3.128.filtered.fa	1.7503041616394628	0.5563666532607898	0.003966392255896	395349	38	38	1	2.3524418479603724	0.003777844807827	0.1208754796395083	0.7867987182456777	0.0	0.9897254540888926	0.9915250690549928		False					491	405	402	295	3059	6016	0.9296589783690918	697	12352
M5_3.129.filtered.fa	2.547452763622109	0.4959623676989416	0.0178889705052335	318875	14	14	0	4.752682312241713	0.0084536526460738	0.1929345354762838	0.8945376002724245	0.0002044032057226	0.9835018367413284	0.9919215890250642		False	703.0	26.694167852062588	0.2942736583136347	0.971566779629846	1015	497	479	2074	3662	11120	0.9046518497337744	2553	23805
M5_3.13.filtered.fa	1.9744594842898264	0.5931483636512117	0.0023465275154152	440829	32	32	1	2.449946992382549	0.0037170446975807	0.1444460323617548	0.8250837034003575	0.0	0.9902632074879076	0.9915666813242038		False					620	537	535	208	3782	6533	0.946697833717934	743	13335
M5_3.130.filtered.fa	1.706443466339563	0.4634725930201794	0.0106559687408199	207885	14	14	0	3.277180444756766	0.0072365982864529	0.1239964403396108	0.7783796687451975	0.0	0.9804088916475928	0.9874306552352872		False	2.0	2.0	0.9017857142857146	1.0	505	324	321	462	1578	11143	0.8856905034986834	783	22908
M5_3.131.filtered.fa	6.120699336502456	0.7279606836158742	0.0162966552621291	4320438	124	124	4	6.664886445326969	0.0032157254826804	0.4835127827317508	0.9955040465232023	0.0017508799607232	0.981496294615524	0.9896107539204408		False	15401.0	30.18226089214986	0.2897336336674271	0.967191864877495	38654	21703	20825	66835	114855	239393	0.9028931853425884	87660	491127
M5_3.132.filtered.fa	12.88239207644344	0.8121933003486539	0.0228748795122487	5529840	285	285	7	16.44754733506508	0.0070306391601334	0.6087530561462899	0.999988522847105	0.0193034387775674	0.985164454697685	0.9953976271326412		False	705916.0	48.411985278701714	0.2307358219162588	0.9701977640422323	49941	15493	14684	191614	309042	508032	0.9116114460704948	206298	1071082
M5_3.133.filtered.fa	7.152609362910163	0.8265765182522651	0.0125323146749902	3514057	123	123	6	7.849322120663345	0.0042019733027515	0.5678180518984183	0.9981923978074206	0.0040068446071838	0.985401522042554	0.992316616925895		False	17505.0	41.74167380748358	0.3484348756879122	0.9390893517977724	29129	15331	14913	48446	109972	194958	0.9123763358032282	63359	405546
M5_3.134.filtered.fa	0.5680168396732037	0.2412705289056989	0.0105667243231552	720204	65	65	0	1.3671153807706649	0.0016256727357484	0.0277240892858134	0.3944141058176497	0.0	0.9780638052787098	0.9827715730956076		False					438	344	337	301	1895	9401	0.8949340319465785	638	19296
M5_3.135.filtered.fa	4.643236176028817	0.6982335802865739	0.0145504402312005	18403214	856	856	3	6.434596925219659	0.001506968020399	0.3626703466035878	0.9834269524286718	0.0046619098429931	0.9830000149828446	0.9908568688851266		False	128691.0	38.65543822023296	0.2535864741810829	0.9636585136477128	113463	61024	59282	192034	374649	709376	0.9200559784383416	251316	1474629
M5_3.136.filtered.fa	2.833013736113982	0.6687511097750334	0.0149544768791376	3705706	184	184	2	3.6468741431166105	0.0019039368624034	0.2355880363957637	0.9180422270997368	0.0008669203799677	0.9814689239650868	0.9899624292685162		False	6324.0	49.55044275774826	0.2171111173952644	0.961357194604194	16178	8763	8544	21845	46029	103861	0.9159694318144392	30389	215058
M5_3.137.filtered.fa	13.137791415385424	0.8591687252178117	0.0113922056347765	8985284	244	244	12	13.301927350545531	0.0044497053594909	0.7230600613180396	0.999990840049835	0.0092539310790655	0.9937979651833952	0.9980004309747724		False	152346.0	39.27789374187704	0.4456076947598801	0.9792612353154894	40294	12991	12660	177102	520173	796772	0.9254316539248056	189762	1645092
M5_3.138.filtered.fa	4.588798128083584	0.7092664699622715	0.0094322483283653	330784	8	8	3	6.72655021330437	0.0117239427517385	0.3740053932475573	0.9826108485501164	0.0043838386641908	0.9870185507012084	0.9911166794648992		False	5492.0	47.31190823015295	0.1421031159430628	0.958355588220516	1606	1099	1082	2270	6823	13400	0.909524570618359	3352	27972
M5_3.139.filtered.fa	3.203159267381898	0.6475090391796574	0.0110571429465807	269936	6	6	2	4.00755406186833	0.0077306724658906	0.2813333530911031	0.9408920374246597	0.0	0.9801295725685392	0.9869110637065128		False	20.0	15.95	0.3963481457278448	1.0	1509	994	975	1417	3782	10615	0.8991499041861681	2392	21751
M5_3.14.filtered.fa	2.3094106123697573	0.5823106254099574	0.0177108373846253	1019923	58	58	1	3.608998024275836	0.0035940740670452	0.1718031655330843	0.8698684699913075	0.00465062865877	0.981578076312876	0.989031308139203		False	4892.0	36.49182338511856	0.1217233426621344	0.9426561094413018	3228	1922	1876	5440	10317	29490	0.9196148970535288	7316	60805
M5_3.140.filtered.fa	2.147245460707293	0.5493961769938683	0.0083538236586199	1588959	106	106	1	3.469512493520132	0.0027709516181691	0.1590827705434815	0.8498345723838248	0.0007950744488654	0.9856790201601418	0.9905568566636072		False	612.0	30.82843137254902	0.4896691980954951	0.9893925736389282	3620	2387	2354	3692	15013	34840	0.9094092547371394	6046	72455
M5_3.141.filtered.fa	10.36985374423644	0.8884574454006615	0.0193408420034128	4004902	154	154	9	8.847223471457207	0.0044380025462756	0.7194340835306332	0.999894476919468	0.0151439002104121	0.9860137724324368	0.9958441836097572		False	94091.0	35.42759668831238	0.3273481576063225	0.9707079095848072	40298	11974	11536	121916	182084	351883	0.9251530683378276	133452	729292
M5_3.142.filtered.fa	4.327107828427494	0.6520218966818525	0.0207645507038693	1759536	44	44	2	6.809771245535591	0.0051466225229938	0.3291322257686117	0.9780905277425904	0.0055385653417598	0.9797382235115348	0.9892992816687388		False	11072.0	56.2943460982659	0.2383149965164549	0.9493854826334108	11734	6197	5889	22206	34966	88637	0.9152841725285152	28095	180375
M5_3.143.filtered.fa	5.433399863455866	0.7217857060174233	0.0143375763577665	20819642	820	820	4	6.489014111511335	0.001427773707626	0.4377822154674898	0.991751237413758	0.0026418274414517	0.9837223649562032	0.9909699621557768		False	83636.0	38.16776268592472	0.2912628602205782	0.9614388143055428	148362	82304	79776	252382	497008	929012	0.9246493908526978	332158	1913435
M5_3.144.filtered.fa	3.4760130044887863	0.6980585170642275	0.0164431305592658	5103161	231	231	2	4.301021379969556	0.0019126118498685	0.3007263537246816	0.953547244004502	0.0007389170061198	0.980602154881716	0.9902043130214936		False	10624.0	58.40954442771084	0.1906820811048629	0.94202272694336	29769	15033	14583	44419	77328	230562	0.9013091464362536	59002	474668
M5_3.145.filtered.fa	21.657599784660576	0.9564873926960143	0.0156753952292103	2563395	33	33	22	10.861366296534472	0.006792608608298	0.921805652269744	0.9999999950489226	0.0148473756485889	0.9937696576147124	0.9990579580118428		False	149175.0	31.524712585889056	0.2670084320968377	0.985050387780734	14722	2226	2114	100998	241911	267204	0.9268073162217682	103112	542724
M5_3.146.filtered.fa	8.479512410075214	0.9105930841548434	0.0087576943153152	4947190	84	84	8	5.982318086589947	0.0026941942712254	0.7226718601872982	0.999439907975402	0.0020268568130263	0.9962986634295472	0.998815728932268		False	8536.0	28.15510777881912	0.3920256403964466	0.9670590248648744	13233	4234	4142	59461	183269	280901	0.9373608743364108	63603	570536
M5_3.147.filtered.fa	3.2134704710517568	0.7362034604250328	0.0085703025912793	7199867	311	311	2	3.920306556993544	0.0014673777113672	0.2654001803088862	0.941427760653794	0.0008039555005183	0.9891095357763	0.993560443908091		False	4025.0	36.71602484472049	0.2914802847854036	0.966932511948715	20810	12305	12135	27575	101484	150804	0.9460901977194832	39710	310783
M5_3.148.filtered.fa	1.9437448358430436	0.6036529911359177	0.014167952014756	1779090	69	69	1	2.5204357979959355	0.0018970017512208	0.1356058434368131	0.8202748770567723	0.0	0.9818366458726244	0.9901556444426022		False	28.0	14.535714285714286	0.6573092214054345	1.0	4382	2375	2316	5421	15176	58294	0.9028017616738148	7737	119062
M5_3.149.filtered.fa	98.36280094303903	0.9782959393992612	0.011189186279854	5295645	111	111	106	48.66667411039021	0.021192612547746	0.961783692071504	1.0	0.0103855453032045	0.9977040267883176	0.9996793805152492		False	1164836.0	109.81730131967076	0.3188218146100356	0.9565155348201164	11694	1633	1553	170086	2262143	2612408	0.9619724883333344	171639	5296596
M5_3.15.filtered.fa	5.313611285359609	0.7736385680156312	0.0090472086571263	3971021	146	146	4	5.347568077554624	0.0026934438591206	0.4773651411060279	0.9908309240350536	0.0016089706415632	0.9822544203052604	0.9871768021873502		False	10847.0	50.1932331520236	0.2165330118802324	0.9326871520863868	33639	24308	23991	30594	93533	160505	0.9156268383534264	54585	331309
M5_3.150.filtered.fa	2.641060682841522	0.6302178278060454	0.0138464770053224	1308327	80	80	1	3.698212871635043	0.0032531633048615	0.2223014582745751	0.9029041440681208	0.0002622197443996	0.9813851459378428	0.98916941442634		False	697.0	34.441893830703016	0.1918977509992852	0.9300908087204164	5414	3150	3074	6589	15236	34872	0.9103997656166556	9663	72738
M5_3.151.filtered.fa	2.4588927262226097	0.5386830742150819	0.0177424371992665	254517	7	7	1	4.093641795944407	0.0081367325043223	0.1848167312988916	0.8859595737538225	0.0	0.981058270796573	0.9897531835285616		False	865.0	28.20462427745665	0.1935721564367081	0.9629134324507708	891	482	458	1541	2796	14828	0.908149497924468	1999	30239
M5_3.152.filtered.fa	3.777929564689975	0.6525170968944584	0.0208456203705039	6110174	221	221	2	5.029551533148608	0.0020421095008274	0.3170556190380176	0.9644178725682364	0.0015793847270131	0.984047097325353	0.992862618175624		False	15269.0	47.56067849891938	0.2099791388462031	0.9545613524407384	30905	13827	13160	72031	100812	287454	0.9074894736247084	85191	595593
M5_3.153.filtered.fa	2.3784675920931724	0.5822251996060909	0.0046857240975838	3309393	176	176	1	3.21232719665449	0.0017752834446487	0.1998520574618971	0.8775664547336053	0.0001964874676366	0.9920304087307168	0.9945039908435128		False	677.0	34.38404726735598	0.2948436357086316	0.9630652431543548	5271	3635	3586	5236	34259	85346	0.9118776621434224	8822	176271
M5_3.154.filtered.fa	49.018965580094246	0.9546783513402484	0.0129865310892414	6117187	153	153	51	32.251588029858524	0.0130726677145292	0.9097277882791552	1.0	0.0123006803643176	0.99686521502792	0.9993619018953364		False	1200442.0	74.16962502145043	0.2767896788140109	0.9589893050330308	17445	3551	3393	225829	1317663	1715162	0.9240780123366285	229222	3525871
M5_3.155.filtered.fa	7.567103856737676	0.776097388230631	0.0127411689671706	307799	19	19	6	8.015582289565012	0.0145378342766065	0.5468113931494254	0.9987464211086624	0.0010615848783484	0.9898341136487868	0.9961439741426432		False	2664.0	32.076951951951955	0.2696433806026072	0.9827990647815792	1711	649	635	4599	10248	13530	0.9296810288462068	5234	28801
M5_3.156.filtered.fa	14.509094496852653	0.827066859227849	0.0213559736001768	6071144	250	250	10	15.204923055433907	0.0061964757711865	0.66318407206286	0.999997270877532	0.021883316079618	0.9799303874588144	0.9910219989340052		False	731557.0	44.31406301901287	0.2179417077983113	0.9585563684186048	80806	36148	34242	222108	387697	763882	0.908905342005034	256350	1575861
M5_3.157.filtered.fa	4.578811648332088	0.7541573900473778	0.0109014447559368	8887487	417	417	3	5.472715588643032	0.0018444238984999	0.3963280058806274	0.9824568318748388	0.0023726813381598	0.9863347301241212	0.9922798918906642		False	34980.0	45.98845054316752	0.2314120923593828	0.9548386632833582	48134	27193	26590	71326	177573	341295	0.9226758976178244	97916	710521
M5_3.158.filtered.fa	10.418196791340227	0.7332928177282195	0.0216428293268741	1135365	39	39	4	20.90508194730022	0.0196870785233695	0.4873674985577325	0.9998988865866602	0.0166715564166847	0.985390537463404	0.9944500668666644		False	116583.0	85.4327903725243	0.1625681974425236	0.9276315113744216	8084	3071	2919	27510	52005	103300	0.8836195865794477	30429	223890
M5_3.159.filtered.fa	4.732400614334053	0.7402694748178108	0.0133667940858999	326858	26	26	3	5.705451983944995	0.0100598973958157	0.3845553726694772	0.9846817406788044	0.0	0.9896177254465174	0.9951390270098254		False	1751.0	25.73043974871502	0.1947534806729493	0.9635177990102862	1305	611	589	3211	6766	12514	0.9314356345534306	3800	26545
M5_3.16.filtered.fa	3.177147198020867	0.7623124394966118	0.0072892815475971	297504	18	18	2	3.0907703620018734	0.0057011796921218	0.2855356566634398	0.9395186953562186	0.0	0.9898761595328908	0.9937138013843764		False					860	534	521	950	4218	6046	0.95944861582314	1471	12301
M5_3.160.filtered.fa	5.664915362985355	0.8469652538249213	0.0060515300742948	2322270	107	107	5	5.764460481313567	0.0038002548311329	0.5226321659410835	0.9932763241029766	0.0013522364174301	0.9957427454883566	0.9981898223026746		False	4403.0	34.52873041108335	0.3008589449761675	0.9529663076592572	5167	2197	2129	13627	58022	81996	0.93960415845788	15756	169179
M5_3.161.filtered.fa	2.0967790970580227	0.5301964912030777	0.0105863207783352	6177274	292	292	1	3.5854364950719857	0.0014494602677029	0.156693875000526	0.8429915954187891	0.0014950592882729	0.983563047747745	0.9894342733699678		False	6082.0	38.95034528115752	0.2646059836980889	0.9545651651575384	15910	10227	10018	17514	59675	138242	0.9209987673544268	27532	282706
M5_3.162.filtered.fa	1.5259569103827642	0.5533212525785011	0.0020118281280976	279232	24	24	1	2.0295226866655414	0.0038741579794222	0.0895742608297042	0.740090023425725	0.0	0.9907644330721254	0.9919238765392612		False					231	202	199	73	1924	2633	0.9613195027844676	272	5365
M5_3.163.filtered.fa	4.099356873710248	0.807592725236239	0.0062177339815956	1971308	98	98	3	5.340305370758485	0.0038225993515774	0.3712286461577795	0.9732101479891728	0.000634082660712	0.995598560274171	0.9979817055339804		False	226.0	54.26548672566372	0.4939609571690216	0.9852189832317138	3221	1477	1458	7028	35803	41947	0.9735909892924008	8486	86132
M5_3.164.filtered.fa	7.644376732283245	0.7458403971303696	0.0163535085641558	4121367	234	234	4	11.025768524397655	0.0054622074742064	0.4891447425089782	0.998829102411462	0.0105262718955136	0.983373058292761	0.9908444922852558		False	81423.0	46.21861144885352	0.2240180039943445	0.9531819856115936	33519	18457	17899	71773	141143	263248	0.92333001032563	89672	548149
M5_3.165.filtered.fa	1.883305458287647	0.5313197051589327	0.0199569280873986	1781163	101	101	1	2.814881697752407	0.0021212172739482	0.1405969021364131	0.8104227564183253	0.0	0.975717377588589	0.9862035092202888		False	229.0	24.32751091703057	0.3063580180979676	0.9529305995241762	6081	3455	3314	7988	14835	58281	0.9067238484643504	11302	119936
M5_3.166.filtered.fa	3.230367263695124	0.565260066469239	0.0040311338040165	2198611	79	79	1	5.0140474465793305	0.0033937548836626	0.2659151618908483	0.9422951638665616	0.0020732981822989	0.987777177222378	0.9897116877963342		False	7529.0	53.69903041572586	0.1476788552582303	0.9389698015383996	7146	6015	5952	4468	33286	55311	0.935136572441878	10420	112123
M5_3.167.filtered.fa	5.341853434004049	0.6302142419028285	0.0098922554382741	184231	7	7	2	7.717122028821689	0.0180481062099551	0.3956283144530508	0.991056753228886	0.0005605890944478	0.986774047498182	0.991562281339608		False	214.0	29.44392523364486	0.4740117283506914	0.9752560406294812	964	615	604	1397	4411	6962	0.9080800541809346	2001	14273
M5_3.168.filtered.fa	3.305969758802909	0.691023244531328	0.0081317963043938	1051215	57	57	2	3.6133287410296218	0.0035434772211773	0.3054389444595063	0.9460215991678564	0.0	0.9866326981892476	0.9913012875215677		False	328.0	27.945121951219512	0.1934723328298335	0.9514876781031998	4292	2793	2744	4427	15085	24507	0.9469017346655962	7171	50388
M5_3.169.filtered.fa	4.024338972920473	0.8038143622693282	0.0068357004661589	588932	34	34	3	3.6586507735539775	0.0047952427067052	0.3838592570958956	0.9713754721935628	0.0	0.9917458098705252	0.9945149004498668		False	58.0	37.82758620689656	0.5888798924249974	1.0	1866	1240	1228	2390	10368	13598	0.953068459901156	3618	28064
