genome	coverage	breadth	nucl_diversity	length	true_scaffolds	detected_scaffolds	coverage_median	coverage_std	coverage_SEM	breadth_minCov	breadth_expected	nucl_diversity_rarefied	conANI_reference	popANI_reference	iRep	iRep_GC_corrected	linked_SNV_count	SNV_distance_mean	r2_mean	d_prime_mean	consensus_divergent_sites	population_divergent_sites	SNS_count	SNV_count	filtered_read_pair_count	reads_unfiltered_pairs	reads_mean_PID	divergent_site_count	reads_unfiltered_reads
M5_3.108.filtered.fa	14.235564249168952	0.94583726303899	0.0168034738893906	5185927	77	77	14	9.011735243129255	0.0039631550260505	0.8377717233582347	0.9999965253028436	0.0115185262984199	0.9937347843529808	0.9987646799273492		False	97607.0	24.664942063581503	0.3361942508288654	0.9833015792256028	27220	5367	5036	168304	334564	414732	0.9272167922532424	173340	845356
M5_3.109.filtered.fa	7.377875866385759	0.911353851790785	0.0124490460106331	4716144	74	74	7	6.784890272561178	0.0031291894670545	0.6682927832568302	0.9985184469599696	0.0022503761214938	0.9925200641545292	0.9972304407213102		False	20878.0	43.38265159498036	0.246661469030917	0.937543961533065	23575	8729	8521	69959	160843	223512	0.9282688038852932	78480	456223
M5_3.11.filtered.fa	0.955886512730894	0.3823123689808697	0.0137674196590869	1548438	111	109	0	3.460964129984653	0.0028014708592742	0.0375959515330933	0.5700334184934788	0.0003186199493702	0.9846946663231124	0.9908786395258954		False	217.0	69.14285714285714	0.1606494788145774	0.9565271391258896	891	531	522	1180	6875	16425	0.9187669156207892	1702	34132
M5_3.110.filtered.fa	2.424493908088448	0.638105964982024	0.0081419223576851	10484558	488	488	1	3.258608852900997	0.001011085928341	0.1900226981433075	0.882442549074123	0.0004689016690352	0.9891688216256154	0.9929563962126262		False	4127.0	32.282045069057425	0.2490189761180065	0.9242481241439104	21579	14033	13829	24975	116769	207945	0.9077936007624676	38804	431315
M5_3.111.filtered.fa	11.878994795975746	0.9114755616544612	0.0088463479599936	3908898	107	107	12	7.646579971001176	0.0038782178548671	0.809841290307396	0.9999721632204104	0.0021713993114288	0.992066874168993	0.9958301572504562		False	22516.0	25.81479836560668	0.3687371783845072	0.969208031632576	25113	13200	12932	59687	218130	283511	0.9565795250095974	72619	576975
M5_3.112.filtered.fa	0.9580992433237718	0.3675694463553916	0.0133254038590928	13591282	634	634	0	1.9422506604271723	0.0005293104508275	0.0502271971106183	0.570872684714447	0.0020303448403432	0.983096804814166	0.989659445808406		False	1248.0	28.216346153846157	0.2715913836814088	0.924020603005854	11539	7059	6907	14018	62438	252999	0.8998706952606562	20925	515964
M5_3.113.filtered.fa	3.363122582200232	0.6488120856168752	0.0138389428740479	18901741	864	864	2	4.785794002521696	0.0011058530037917	0.2773770945226685	0.9486780755074414	0.0025016517958492	0.984282774260859	0.9916824816752527		False	33531.0	35.30538904297516	0.2481373342924099	0.948102360748146	82404	43608	42754	125485	297330	727103	0.9117409780130278	168239	1502738
M5_3.114.filtered.fa	0.8023684188542658	0.3785639357330987	0.0095105202081188	837943	53	53	0	2.1802125905316703	0.0023969352781473	0.0247415396990009	0.5076135059412685	0.0121640170879862	0.9931506849315068	0.9970094539841792		False	724.0	38.18370165745856	0.2520919888144828	0.925490089191344	142	62	61	346	3124	5099	0.9593520839930056	407	10608
M5_3.115.filtered.fa	2.70040181333944	0.5665581716130053	0.0255344526775958	3668370	115	115	1	3.9528705398663178	0.0020703408105063	0.2263708404550249	0.9078607999287672	5.388077132795389e-05	0.9806698361777044	0.9907154520888426		False	4655.0	32.418045112781954	0.1844638463652165	0.9428858413904064	16052	7710	7310	33374	48225	112879	0.9210742195339884	40684	229552
M5_3.116.filtered.fa	2.543286319928425	0.586231178019134	0.024651966761382	6403351	296	296	1	3.997781966070992	0.0015872026618505	0.2069667897324385	0.8941488927074709	0.0009782968107032	0.9817231213606776	0.9920907339650988		False	9956.0	38.68732422659703	0.1906684437366742	0.9432081739449276	24222	10482	9974	51238	74884	190761	0.8875982371854791	61212	400317
M5_3.117.filtered.fa	6.387323451437267	0.9206622882862392	0.0064939213731426	5293586	80	80	6	4.343711545949062	0.0018907902704654	0.6447177773252385	0.9964471550697024	0.0007321576994905	0.9975188030949912	0.9992003795047508		False	2777.0	35.06121714079942	0.3030009802472714	0.9302168968942448	8468	2729	2697	33407	154369	170434	0.9579782287084028	36104	347144
M5_3.118.filtered.fa	7.23277604819472	0.6575762476583242	0.0290863304667262	296796	22	22	3	11.571749634250327	0.0214000140155524	0.4284525397916414	0.998315929080878	0.015279772712328	0.9885186728844082	0.9962174531900002		False	12017.0	34.6893567446118	0.1426448796966964	0.9394337844899529	1460	481	457	7481	9940	20199	0.9058888185639424	7938	45004
M5_3.119.filtered.fa	8.26785283429711	0.8202692290138024	0.0172884271829022	17133666	649	649	6	8.698089111041394	0.0021093567085696	0.5881276079503359	0.9993248083980866	0.0067468159617883	0.9900455323931788	0.9968879945998632		False	250019.0	35.25887632539927	0.2225591884592188	0.9490859982398426	100309	31359	30143	361601	657437	1025032	0.9256379828565098	391744	2140714
M5_3.12.filtered.fa	1.951308387269264	0.6473804404736707	0.0063420378883896	897670	51	51	1	2.282407774440529	0.0024227948514429	0.1311562155357759	0.8214711928087708	0.0	0.9902323013547374	0.9936892173100608		False	15.0	17.8	0.4562846587910528	1.0	1150	743	732	1152	8051	13424	0.943764300940614	1884	27846
M5_3.120.filtered.fa	1.3097595011074017	0.5510976576002458	0.0085423160776165	702997	34	34	1	1.721180210056254	0.0020628164313202	0.0557769094320459	0.6854202442109372	0.0	0.9864068756216368	0.9906913876208208		False					533	365	361	431	4297	6388	0.9512637058156062	792	13045
M5_3.121.filtered.fa	3.284069442939165	0.7052943037328024	0.0102942414909759	3866023	142	142	2	4.041777331378444	0.0020631997961264	0.2866252994356216	0.9449676078051772	0.0008303128418756	0.9870715639382728	0.9917498420720152		False	3847.0	41.42812581232129	0.2462986685933944	0.9269002816341376	14326	9142	8972	17897	61760	95871	0.9339478224682892	26869	195984
M5_3.122.filtered.fa	3.8311677870335217	0.839118103141073	0.0117305847972774	5149355	188	188	3	3.7239586778839855	0.0016470996713321	0.3448847477014111	0.9660518580656916	0.0002592116306511	0.9886887688393824	0.9947019427523772		False	1968.0	26.616869918699187	0.3518011147823244	0.9664636464074592	20088	9409	9263	32519	90131	111256	0.9475809864032794	41782	232088
M5_3.123.filtered.fa	4.750952788364315	0.8110595358816356	0.0163277509635289	681421	50	50	4	4.841933858321684	0.0059091051176531	0.4200633675803945	0.9849306336166136	0.0048137647415761	0.9885236165455562	0.9957203745109		False	2099.0	31.2010481181515	0.2966444163743778	0.9532202586761984	3285	1225	1188	8295	15207	28046	0.9187789316766436	9483	59461
M5_3.124.filtered.fa	3.0508849292846154	0.6326963246184288	0.0164890628279642	417943	12	12	1	4.290573927489263	0.0066559174427214	0.24592827251563	0.9323854033561808	0.0	0.9849003735990036	0.9925280199252802		False	437.0	21.05949656750572	0.3584878783788649	0.98030955242999	1552	768	751	2947	6019	13408	0.9201185638783222	3698	27803
M5_3.125.filtered.fa	7.883228564998875	0.8650603855674743	0.016963533422235	333275	5	5	5	14.381199794527314	0.0249486436595203	0.5187637836621408	0.999051748525943	0.0156967414665443	0.9895598961195204	0.9968882128045994		False	4186.0	50.88294314381271	0.2752661506304086	0.9431798878412004	1805	538	524	5407	12002	16428	0.915127041145708	5931	34427
M5_3.126.filtered.fa	5.186439821977578	0.8178062180335904	0.012530736797958	5583791	166	166	4	4.966923571928483	0.0021082295820293	0.4638368448962363	0.9897412713770158	0.0001048675713211	0.9937138219468348	0.9981741087148568		False	4343.0	26.788625374165324	0.3210303310635789	0.9723263726132294	16281	4729	4625	55637	136842	182583	0.9429388266327324	60262	375339
M5_3.127.filtered.fa	10.190994234299191	0.8426275956443697	0.0087230807306791	787762	58	58	7	11.893387047487767	0.013499871790565	0.6198369558318375	0.9998764232217572	0.003607152030529	0.9957934316913928	0.9986667595088105		False	5613.0	32.63566720114021	0.3505233201012082	0.9733112628923382	2054	651	633	8693	36790	44601	0.8957959970474302	9326	96092
M5_3.128.filtered.fa	0.917300916405505	0.4219006498056148	0.0055053727473797	395349	38	38	0	1.482979055762702	0.002381552908858	0.0322019279168531	0.5551315725499489	0.0	0.9880606393841804	0.9908883826879272		False	1.0	2.0	0.0		152	116	114	96	1682	3265	0.9228135972282034	210	6711
M5_3.129.filtered.fa	1.1533139945119562	0.3602446099568797	0.0215368882445998	318875	14	14	0	2.6328022685905603	0.0046829967589316	0.0670607604860838	0.6388190707534983	0.0	0.9836326225215114	0.9927515899738122		False	121.0	16.68595041322314	0.267890425103883	0.9394898908144296	350	155	145	788	1770	5188	0.8864453644439152	933	11018
M5_3.13.filtered.fa	1.631623600080757	0.5680297802549288	0.0024641221665112	440829	32	32	1	2.084064491998358	0.0031619299901118	0.1027473237922187	0.7632436294347219	0.0	0.990992184395284	0.9922285512429904		False					408	352	350	139	3322	5572	0.9450043459990718	489	11367
M5_3.130.filtered.fa	0.9278062390263848	0.3760396372994684	0.0093616282322747	207885	14	14	0	1.7196500429661146	0.0037972936687503	0.0491521754816364	0.5592391800524119	0.0	0.9829712272460364	0.9877666862399688		False					174	125	125	126	902	6133	0.8836268639341123	251	12621
M5_3.131.filtered.fa	2.7898470016234467	0.633664457168463	0.0153869009116615	4320438	124	124	2	3.5079403568248018	0.0016925379433994	0.2434767030564956	0.914858006325764	0.0011696515820408	0.9832003391873572	0.9901133729939178		False	1258.0	28.802066772655007	0.3288209397795835	0.9693968167024448	17672	10400	10072	24289	54755	113649	0.8952049544169397	34361	233998
M5_3.132.filtered.fa	6.13978957799864	0.7494043227290482	0.0243026318627499	5529840	285	285	3	8.147492617390766	0.0034827126188355	0.4280707940916916	0.995579198203288	0.0109808548975618	0.9853068842323068	0.9954789763104612		False	89948.0	35.93546271178904	0.2188364515441754	0.9591698952848556	34781	10702	10026	118642	153962	258288	0.9066146636468994	128668	546802
M5_3.133.filtered.fa	2.3751216898303014	0.6728894835798054	0.0122506865034081	3514057	123	123	1	3.014123794352092	0.0016135492365276	0.1729732898470343	0.877204198319142	0.0	0.9865671445352217	0.9926888414347244		False	354.0	21.52542372881356	0.351520722456696	0.9346642742746144	8165	4444	4329	11287	38536	71479	0.8974927105415256	15616	148898
M5_3.134.filtered.fa	0.3263505895551816	0.1707766132929003	0.0091588844599984	720204	65	65	0	0.9351374887532536	0.001111996500826	0.0099818940189168	0.2503640352177249	0.0	0.9812213103352344	0.9855334538878844		False					135	104	101	96	1202	5475	0.8893904128772002	197	11156
M5_3.135.filtered.fa	2.957322835022187	0.6496377752277401	0.0153033897745061	18403214	856	856	2	3.961376533290481	0.0009277454084234	0.2444100253357919	0.9265621686992588	0.000523282469854	0.9839350545695464	0.9914073807284683		False	15449.0	27.90232377500162	0.2284975249543318	0.9578484133698828	72259	38649	37598	115504	250314	479446	0.9172285928955752	153102	996422
M5_3.136.filtered.fa	1.765132474081862	0.5937653985502358	0.0143521020372838	3705706	184	184	1	2.338865594282233	0.001221060076769	0.112575039682047	0.7895720520786663	0.0	0.9824436081213892	0.9898770285495122		False	583.0	31.313893653516296	0.2224441767501392	0.9663210191295408	7324	4223	4132	8588	30134	65691	0.9127690920870912	12720	136095
M5_3.137.filtered.fa	6.576317009011624	0.8222769586359207	0.0110239316587532	8985284	244	244	5	7.012104648277684	0.0023456600545538	0.5587205702123605	0.9969932271521724	0.002527533951006	0.994158274178066	0.9982399328481396		False	17741.0	39.00169099825264	0.3387105955719816	0.9661655810263068	29327	8836	8634	103619	273984	425490	0.920597183697888	112253	880082
M5_3.138.filtered.fa	1.44755187675341	0.4608445390345361	0.0126625401817938	330784	8	8	0	2.898083939429592	0.0050511732044165	0.0796713263035696	0.7214585247970217	0.0	0.9890339227441756	0.9926386886241176		False	240.0	29.308333333333334	0.2231639085379134	0.9789272589648984	289	194	189	593	2313	4406	0.8904781189493272	782	9156
M5_3.139.filtered.fa	1.5272101535178708	0.5503526761899117	0.0096174479461364	269936	6	6	1	2.084155862451512	0.0040203890182749	0.090176930828048	0.7403774842801343	0.0	0.9845534467176074	0.9889080601429628		False					376	270	266	343	1888	5305	0.8904227416298557	609	10900
M5_3.14.filtered.fa	1.1536763069368965	0.4595562606196742	0.0195463391459006	1019923	58	58	0	1.93220847728754	0.0019242183934798	0.0570621507702051	0.6389346019507688	0.0	0.9815804395264524	0.98957026753037		False	26.0	14.807692307692308	0.1999903045761563	0.9120975515712358	1072	607	593	1726	5394	15855	0.8789982082978511	2319	32671
M5_3.140.filtered.fa	1.1300171999403383	0.4404833604894777	0.0090868581995224	1588959	106	106	0	1.9951701508398345	0.0015934572849406	0.0576868251477854	0.6313122457266422	0.0	0.9873229909886322	0.9925814405096988		False	3.0	1.3333333333333333	1.0000000000000002	1.0	1162	680	675	1326	8271	20150	0.8953466463466166	2001	41933
M5_3.141.filtered.fa	7.057961468220696	0.8699284027424391	0.0200190901626628	4004902	154	154	6	6.415746822066966	0.0032183092045151	0.5963142169271558	0.9980348367857808	0.0024487680990298	0.9863314323040976	0.9956117210595516		False	24460.0	34.32097301717089	0.2793786970707008	0.9614398664130372	32643	10480	10073	90420	130321	258471	0.9186067631879788	100493	536333
M5_3.142.filtered.fa	3.5734182193487376	0.6105598294095717	0.021687433800424	1759536	44	44	1	5.348577903997386	0.0040422960646066	0.2765729146775058	0.9573755943719195	0.0087595079777475	0.9795105211244453	0.9891850238369224		False	5792.0	32.3958908839779	0.2371031219173451	0.9370077518812272	9971	5263	4988	18929	32058	84257	0.9167343280707364	23917	170269
M5_3.143.filtered.fa	2.9241228067226133	0.6540393922239393	0.0143340435552486	20819642	820	820	2	3.776292468832244	0.0008308952649278	0.2471176497655435	0.9243774256862828	0.0012127207385458	0.9850201199206748	0.991595367918644		False	13903.0	33.19686398619003	0.2294319376184084	0.9413233349481612	77070	43241	42026	116573	281658	550897	0.9183599724036742	158599	1134891
M5_3.144.filtered.fa	1.5541990542724402	0.5577033528826545	0.0165195724206195	5103161	231	231	1	2.1819421128714005	0.0009702830960665	0.0911205819295138	0.7464914591804435	0.0	0.9805549641615215	0.9894731861944976		False	646.0	31.060371517027864	0.1107284809944745	0.946831403078092	9042	4895	4764	11482	36296	109558	0.8924280003522751	16246	226325
M5_3.145.filtered.fa	9.646099021024853	0.9439723491697534	0.0147007906567554	2563395	33	33	9	5.674158574292795	0.0035485718209215	0.8148209698466292	0.9998000624390811	0.0013441479946328	0.9933489985196592	0.998574238237226		False	4073.0	20.707095506997295	0.346727816969938	0.988377948891053	13892	2978	2883	57357	112615	125990	0.9347715575864622	60240	256484
M5_3.146.filtered.fa	3.6409751798495713	0.8378616952249661	0.0084350350132174	4947190	84	84	3	3.1801814571361	0.0014322251908469	0.3276067828403599	0.959843906583154	0.0	0.9957543901432252	0.99859199510345		False	396.0	24.921717171717173	0.3225398537417408	0.9763862686819488	6881	2282	2240	19187	82563	128677	0.9311583356932926	21427	261829
M5_3.147.filtered.fa	3.8658680778408825	0.7848204696003412	0.0103184233861931	7199867	311	311	3	3.9692347288222014	0.0014856916130368	0.3496072913569097	0.967076266975082	0.0001166250133717	0.9893843216430168	0.9943395761674226		False	3235.0	34.117465224111285	0.3000881977755639	0.9488806795186916	26721	14248	14008	41939	127614	184863	0.942998859262178	55947	381039
M5_3.148.filtered.fa	2.916124535577177	0.7265242342995576	0.0145729508851168	1779090	69	69	2	3.1733983869007263	0.0023884529421692	0.2413008897807306	0.923841452845956	0.0	0.9852991875069882	0.992769557601282		False	310.0	23.41935483870968	0.2702981885047693	0.940288905491176	6311	3104	3026	9946	23787	85545	0.9073747533109005	12972	174979
M5_3.149.filtered.fa	47.84003346145748	0.9741672638554888	0.0112005533502873	5295645	111	111	50	25.105014484956754	0.0109323444576964	0.9448365590971448	1.0	0.0101497625561263	0.9977238019881608	0.9997445797647616		False	520230.0	45.917609518866655	0.3472246120635245	0.9686107172920204	11389	1278	1227	164925	1148273	1328692	0.9493835635186298	166152	2697899
M5_3.15.filtered.fa	2.174553345348715	0.642782045222123	0.0095251029370012	3971021	146	145	1	2.71020043092888	0.0013650640070036	0.1585000431878853	0.8534121840666513	0.0005336625006577	0.9839420279723612	0.9885511282842422		False	1835.0	34.02724795640327	0.1698697338360256	0.9110068992105124	10107	7206	7125	8949	40544	71349	0.9036496242444134	16074	147034
M5_3.150.filtered.fa	1.49430150107733	0.5386527985740568	0.0135025236041319	1308327	80	80	1	2.2209758014171563	0.0019536995919224	0.0830663893659612	0.7327226045019868	0.0	0.9824343473380076	0.989685124864278		False	296.0	28.0	0.1857838144390474	0.9620841943554604	1909	1121	1101	2169	9015	19829	0.911287228265407	3270	41411
M5_3.151.filtered.fa	1.08230884381004	0.4046605924162236	0.0174046213937847	254517	7	7	0	1.8973686583980292	0.003771307311442	0.0636774753749258	0.6154489423342218	0.0	0.9824767075954834	0.9901277225890048		False					284	160	154	442	1317	7329	0.896734437274992	596	15000
M5_3.152.filtered.fa	1.5784208436617353	0.504140143963167	0.019093089354487	6110174	221	221	1	2.4800679488766657	0.0010069626064509	0.1078348996280629	0.7518558880344918	8.770350863080837e-05	0.9845634324394056	0.9923871966489096		False	2167.0	34.533456391324414	0.1724145328372872	0.9553767523732644	10171	5016	4835	18022	44301	124131	0.8963297126286371	22857	257842
M5_3.153.filtered.fa	1.352726617842003	0.5013683778263869	0.0060598301292827	3309393	176	176	1	1.9967648610576392	0.0011035063938641	0.074716118635653	0.6971318157341859	0.0	0.9919519543809272	0.9950458010636362		False	87.0	18.080459770114945	0.4469829246863613	0.991545709192768	1990	1225	1195	2256	20471	58820	0.8959596774594378	3451	121248
M5_3.154.filtered.fa	29.82182823575608	0.9488315462646476	0.0141027017270228	6117187	153	153	30	20.76614349046584	0.0084172256358902	0.8762342887343479	0.9999999999963368	0.0136611135294273	0.9969636698196616	0.9994787399985336		False	740772.0	43.54865464677391	0.2723692220627767	0.9623511668584588	16275	2794	2657	224511	845508	1162163	0.9162256356770698	227168	2392715
M5_3.155.filtered.fa	3.38658994993486	0.7059737036182704	0.0139367248761723	307799	19	19	2	3.714526198962333	0.0067370235056944	0.3055110640385446	0.9497306094956656	0.0	0.989206261431792	0.9956718703475264		False	3.0	2.0	0.3784761904761897	1.0	1015	407	400	2087	4777	6427	0.9416002289474358	2487	13745
M5_3.156.filtered.fa	5.005997881124216	0.7348812678467188	0.0205823610820953	6071144	250	250	3	5.786956644739504	0.0023583635712789	0.4166844008312107	0.9879693308732383	0.0011152081987687	0.9814408611756652	0.9905117143940252		False	15927.0	24.86318829660325	0.2437387027759377	0.9556330549590905	46950	24003	22980	91771	140562	273776	0.910816074607377	114751	564681
M5_3.157.filtered.fa	2.1289365599072045	0.6370328305402866	0.0113517996693231	8887487	417	417	1	2.876128540022348	0.0009693177232494	0.1465261215009372	0.8473871539371659	0.0008106218538719	0.987085419147951	0.9926565503217896		False	5402.0	33.92373195112921	0.1710547980465409	0.9496889201046176	16818	9563	9358	22992	86556	167713	0.91826817782729	32350	350209
M5_3.158.filtered.fa	5.406843614168131	0.6413910944938412	0.0216309792388876	1135365	39	39	2	11.396774024990338	0.0107327579824225	0.3180378116288594	0.9915555251156296	0.0085497815804289	0.9864520935281884	0.9947741415551292		False	33631.0	56.81823317772293	0.1545313247609706	0.9253634145477851	4892	1887	1790	15560	28544	55811	0.8852715007841556	17350	120895
M5_3.159.filtered.fa	2.5831492574757235	0.6600756291723011	0.0132609444391193	326858	26	26	1	3.356258297981296	0.0059177807834606	0.1993403863451406	0.897809932656057	0.0	0.9910829394069618	0.995595186935969		False	19.0	12.947368421052632	0.2570944326189473	0.9536842105263158	581	287	282	1320	3848	6829	0.9172979123714398	1602	14578
M5_3.16.filtered.fa	1.2352405345810475	0.5468834032483597	0.0065571163236128	297504	18	18	1	1.591222852984557	0.0029351411954138	0.0443893191352048	0.6640246188314614	0.0	0.9884143571104044	0.9924276843858852		False					153	100	99	107	1733	2412	0.9608813385056912	206	4911
M5_3.160.filtered.fa	4.938743556950742	0.8383392112028317	0.0057444720048886	2322270	107	107	4	4.871973767204965	0.0032118776607094	0.4732959561119077	0.9872332425533784	0.0013897573541163	0.9962169770207284	0.998408728429354		False	1350.0	32.2437037037037	0.3491726181874445	0.9524218059573044	4158	1749	1694	10290	53223	71349	0.939835682144519	11984	147498
M5_3.161.filtered.fa	1.0102935372463646	0.3728963617284906	0.0110611484353874	6177274	292	292	0	2.5432316355148457	0.001028135127288	0.0544975016487854	0.5902012909545173	0.0013770796568737	0.984176256364252	0.9896419384160215		False	2206.0	34.68404351767906	0.1953778426672951	0.9283480463415392	5327	3487	3434	5922	31474	76981	0.914614606918719	9356	157032
M5_3.162.filtered.fa	1.0169751317900526	0.4314512663305065	0.0021717405786025	279232	24	24	0	1.6883110989242929	0.0032228188226814	0.0495681010772403	0.5926119228677454	0.0	0.9891626327577488	0.9904631168268188		False					150	132	130	45	1433	1911	0.96235264976091	175	3888
M5_3.163.filtered.fa	1.3926149541319774	0.5707515010338313	0.0062814462292513	1971308	98	98	1	2.1413300541750773	0.0015327675682037	0.0578828879099562	0.7076135826563448	0.0	0.9943736032601552	0.9972306209193288		False	50.0	14.42	0.7497791704409503	1.0	642	316	314	1022	12923	15486	0.9640460767601372	1336	31748
M5_3.164.filtered.fa	3.531273482803157	0.6607785717699977	0.0159200490910148	4121367	234	234	2	5.500112257923453	0.0027247764378261	0.2837660417041239	0.955759494048432	0.0011347137358559	0.9856306605193312	0.9922479957315238		False	10564.0	43.90070049223779	0.2065972382028868	0.9343131895173092	16805	9066	8834	31198	69980	134114	0.9243515592678456	40032	278388
M5_3.165.filtered.fa	1.4125523604521315	0.4984288355417219	0.0193960007676381	1781163	101	101	1	2.126842890599395	0.0016027301900878	0.0865793866142514	0.7127159220932004	0.0	0.976927865535756	0.9860970611884936		False	118.0	38.52542372881356	0.3375881399165293	0.9647552354275044	3558	2144	2070	4271	11699	43740	0.9028150030879148	6341	90111
M5_3.166.filtered.fa	0.2936749611459235	0.1104579209328071	0.0172877003406314	2198611	79	78	0	1.5116720676899131	0.0010231742951932	0.0136777265282489	0.2284200557385244	0.0	0.9849694067571162	0.9917198723064644		False	1489.0	27.957689724647416	0.1640367886561608	0.9373947565527616	452	249	244	1011	3293	9628	0.8977256831047311	1255	19599
M5_3.167.filtered.fa	2.352383692212494	0.5391275083997807	0.0107053730158874	184231	7	7	1	3.807497317819025	0.0089046299552437	0.1880519565111191	0.8747138302445558	0.0	0.9883100014432096	0.993303506999567		False	15.0	12.4	0.8680720221606646	1.0	405	232	223	600	2113	3556	0.9277639710988724	823	7313
M5_3.168.filtered.fa	2.086186936069215	0.6393030921362424	0.0081518728638212	1051215	57	57	1	2.406660391888475	0.002360135733273	0.1521020913894873	0.8415162262225385	0.0	0.9871100492832662	0.9914254621869762		False	3.0	3.333333333333333	0.999999999999999	1.0000000000000002	2061	1371	1353	1883	9892	16220	0.9370476609657278	3236	33337
M5_3.169.filtered.fa	1.6795164806802825	0.6393675330938037	0.0065140263845765	588932	34	34	1	1.9965982716389443	0.0026168590261477	0.0850658480096173	0.7730471636431112	0.0	0.9925346321210428	0.9950297417062556		False	2.0	1.0	0.5625000000000003	1.0	374	249	248	409	4519	6020	0.9457025691435124	657	12461
M5_3.17.filtered.fa	2.5217067200976198	0.5523147741489783	0.0178001507843203	421229	18	18	1	3.664903338566359	0.0056711054202648	0.2117209403910936	0.8921125833333341	0.0	0.9840216184698878	0.9919603511880066		False	378.0	24.67724867724868	0.3134970556297217	0.987761665747832	1425	717	687	2602	4999	9950	0.9108508872746256	3289	20707
M5_3.170.filtered.fa	1.5405159615222843	0.540020325619147	0.0126100584383305	439839	28	28	1	2.581679459242925	0.0039177652203952	0.0834805462908018	0.7434099474767504	0.0	0.9921836701345388	0.9971403671223924		False	80.0	15.425	0.334453955027829	0.967027417027417	287	105	100	785	3129	6188	0.932723387700444	885	12888
